season,game_date,season_type,away_team,home_team
2018-19,2018-12-31,regular,GSW,PHX
2018-19,2018-12-31,regular,MEM,HOU
2018-19,2018-12-31,regular,MIN,NOP
2018-19,2018-12-31,regular,ORL,CHA
2018-19,2019-01-01,regular,DET,MIL
2018-19,2019-01-01,regular,NYK,DEN
2018-19,2019-01-01,regular,PHI,LAC
2018-19,2019-01-01,regular,POR,SAC
2018-19,2019-01-01,regular,UTA,TOR
2018-19,2019-01-02,regular,ATL,WAS
2018-19,2019-01-02,regular,DAL,CHA
2018-19,2019-01-02,regular,DET,MEM
2018-19,2019-01-02,regular,MIA,CLE
2018-19,2019-01-02,regular,MIN,BOS
2018-19,2019-01-02,regular,NOP,BKN
2018-19,2019-01-02,regular,OKC,LAL
2018-19,2019-01-02,regular,ORL,CHI
2018-19,2019-01-02,regular,PHI,PHX
2018-19,2019-01-03,regular,DEN,SAC
2018-19,2019-01-03,regular,HOU,GSW
2018-19,2019-01-03,regular,TOR,SAS
2018-19,2019-01-04,regular,ATL,MIL
2018-19,2019-01-04,regular,BKN,MEM
2018-19,2019-01-04,regular,DAL,BOS
2018-19,2019-01-04,regular,IND,CHI
2018-19,2019-01-04,regular,LAC,PHX
2018-19,2019-01-04,regular,NYK,LAL
2018-19,2019-01-04,regular,OKC,POR
2018-19,2019-01-04,regular,ORL,MIN
2018-19,2019-01-04,regular,UTA,CLE
2018-19,2019-01-04,regular,WAS,MIA
2018-19,2019-01-05,regular,CHA,DEN
2018-19,2019-01-05,regular,DAL,PHI
2018-19,2019-01-05,regular,GSW,SAC
2018-19,2019-01-05,regular,HOU,POR
2018-19,2019-01-05,regular,MEM,SAS
2018-19,2019-01-05,regular,NOP,CLE
2018-19,2019-01-05,regular,TOR,MIL
2018-19,2019-01-05,regular,UTA,DET
2018-19,2019-01-06,regular,BKN,CHI
2018-19,2019-01-06,regular,CHA,PHX
2018-19,2019-01-06,regular,IND,TOR
2018-19,2019-01-06,regular,LAL,MIN
2018-19,2019-01-06,regular,MIA,ATL
2018-19,2019-01-06,regular,ORL,LAC
2018-19,2019-01-06,regular,WAS,OKC
2018-19,2019-01-07,regular,BKN,BOS
2018-19,2019-01-07,regular,DEN,HOU
2018-19,2019-01-07,regular,LAL,DAL
2018-19,2019-01-07,regular,MEM,NOP
2018-19,2019-01-07,regular,NYK,POR
2018-19,2019-01-07,regular,ORL,SAC
2018-19,2019-01-07,regular,SAS,DET
2018-19,2019-01-07,regular,UTA,MIL
2018-19,2019-01-08,regular,ATL,TOR
2018-19,2019-01-08,regular,CHA,LAC
2018-19,2019-01-08,regular,DEN,MIA
2018-19,2019-01-08,regular,IND,CLE
2018-19,2019-01-08,regular,MIN,OKC
2018-19,2019-01-08,regular,NYK,GSW
2018-19,2019-01-08,regular,SAC,PHX
2018-19,2019-01-08,regular,WAS,PHI
2018-19,2019-01-09,regular,ATL,BKN
2018-19,2019-01-09,regular,CHI,POR
2018-19,2019-01-09,regular,CLE,NOP
2018-19,2019-01-09,regular,DET,LAL
2018-19,2019-01-09,regular,IND,BOS
2018-19,2019-01-09,regular,MIL,HOU
2018-19,2019-01-09,regular,ORL,UTA
2018-19,2019-01-09,regular,PHI,WAS
2018-19,2019-01-09,regular,PHX,DAL
2018-19,2019-01-09,regular,SAS,MEM
2018-19,2019-01-10,regular,BOS,MIA
2018-19,2019-01-10,regular,DET,SAC
2018-19,2019-01-10,regular,LAC,DEN
2018-19,2019-01-10,regular,OKC,SAS
2018-19,2019-01-11,regular,ATL,PHI
2018-19,2019-01-11,regular,BKN,TOR
2018-19,2019-01-11,regular,CHA,POR
2018-19,2019-01-11,regular,CHI,GSW
2018-19,2019-01-11,regular,CLE,HOU
2018-19,2019-01-11,regular,DAL,MIN
2018-19,2019-01-11,regular,IND,NYK
2018-19,2019-01-11,regular,LAL,UTA
2018-19,2019-01-11,regular,MIL,WAS
2018-19,2019-01-12,regular,BOS,ORL
2018-19,2019-01-12,regular,CHA,SAC
2018-19,2019-01-12,regular,CHI,UTA
2018-19,2019-01-12,regular,DEN,PHX
2018-19,2019-01-12,regular,DET,LAC
2018-19,2019-01-12,regular,MEM,MIA
2018-19,2019-01-12,regular,NOP,MIN
2018-19,2019-01-12,regular,SAS,OKC
2018-19,2019-01-13,regular,CLE,LAL
2018-19,2019-01-13,regular,GSW,DAL
2018-19,2019-01-13,regular,HOU,ORL
2018-19,2019-01-13,regular,MIL,ATL
2018-19,2019-01-13,regular,PHI,NYK
2018-19,2019-01-13,regular,POR,DEN
2018-19,2019-01-13,regular,TOR,WAS
2018-19,2019-01-14,regular,BOS,BKN
2018-19,2019-01-14,regular,CHA,SAS
2018-19,2019-01-14,regular,DET,UTA
2018-19,2019-01-14,regular,MEM,HOU
2018-19,2019-01-14,regular,NOP,LAC
2018-19,2019-01-14,regular,POR,SAC
2018-19,2019-01-15,regular,CHI,LAL
2018-19,2019-01-15,regular,GSW,DEN
2018-19,2019-01-15,regular,MIA,MIL
2018-19,2019-01-15,regular,MIN,PHI
2018-19,2019-01-15,regular,OKC,ATL
2018-19,2019-01-15,regular,PHX,IND
2018-19,2019-01-16,regular,BKN,HOU
2018-19,2019-01-16,regular,CLE,POR
2018-19,2019-01-16,regular,MIL,MEM
2018-19,2019-01-16,regular,NOP,GSW
2018-19,2019-01-16,regular,ORL,DET
2018-19,2019-01-16,regular,SAS,DAL
2018-19,2019-01-16,regular,TOR,BOS
2018-19,2019-01-16,regular,UTA,LAC
2018-19,2019-01-17,regular,CHI,DEN
2018-19,2019-01-17,regular,LAL,OKC
2018-19,2019-01-17,regular,NYK,WAS
2018-19,2019-01-17,regular,PHI,IND
2018-19,2019-01-17,regular,PHX,TOR
2018-19,2019-01-17,regular,SAC,CHA
2018-19,2019-01-18,regular,BKN,ORL
2018-19,2019-01-18,regular,CLE,UTA
2018-19,2019-01-18,regular,GSW,LAC
2018-19,2019-01-18,regular,MEM,BOS
2018-19,2019-01-18,regular,MIA,DET
2018-19,2019-01-18,regular,NOP,POR
2018-19,2019-01-18,regular,SAS,MIN
2018-19,2019-01-19,regular,BOS,ATL
2018-19,2019-01-19,regular,CLE,DEN
2018-19,2019-01-19,regular,DAL,IND
2018-19,2019-01-19,regular,LAL,HOU
2018-19,2019-01-19,regular,MEM,TOR
2018-19,2019-01-19,regular,MIA,CHI
2018-19,2019-01-19,regular,MIL,ORL
2018-19,2019-01-19,regular,OKC,PHI
2018-19,2019-01-19,regular,PHX,CHA
2018-19,2019-01-19,regular,SAC,DET
2018-19,2019-01-20,regular,CHA,IND
2018-19,2019-01-20,regular,LAC,SAS
2018-19,2019-01-20,regular,PHX,MIN
2018-19,2019-01-21,regular,CHI,CLE
2018-19,2019-01-21,regular,DAL,MIL
2018-19,2019-01-21,regular,DET,WAS
2018-19,2019-01-21,regular,GSW,LAL
2018-19,2019-01-21,regular,HOU,PHI
2018-19,2019-01-21,regular,MIA,BOS
2018-19,2019-01-21,regular,NOP,MEM
2018-19,2019-01-21,regular,OKC,NYK
2018-19,2019-01-21,regular,ORL,ATL
2018-19,2019-01-21,regular,POR,UTA
2018-19,2019-01-21,regular,SAC,BKN
2018-19,2019-01-22,regular,LAC,DAL
2018-19,2019-01-22,regular,MIN,PHX
2018-19,2019-01-22,regular,POR,OKC
2018-19,2019-01-22,regular,SAC,TOR
2018-19,2019-01-23,regular,ATL,CHI
2018-19,2019-01-23,regular,CHA,MEM
2018-19,2019-01-23,regular,CLE,BOS
2018-19,2019-01-23,regular,DEN,UTA
2018-19,2019-01-23,regular,DET,NOP
2018-19,2019-01-23,regular,HOU,NYK
2018-19,2019-01-23,regular,LAC,MIA
2018-19,2019-01-23,regular,ORL,BKN
2018-19,2019-01-23,regular,SAS,PHI
2018-19,2019-01-23,regular,TOR,IND
2018-19,2019-01-24,regular,GSW,WAS
2018-19,2019-01-24,regular,MIN,LAL
2018-19,2019-01-24,regular,NOP,OKC
2018-19,2019-01-24,regular,POR,PHX
2018-19,2019-01-25,regular,CHA,MIL
2018-19,2019-01-25,regular,DET,DAL
2018-19,2019-01-25,regular,LAC,CHI
2018-19,2019-01-25,regular,MIA,CLE
2018-19,2019-01-25,regular,MIN,UTA
2018-19,2019-01-25,regular,NYK,BKN
2018-19,2019-01-25,regular,PHX,DEN
2018-19,2019-01-25,regular,SAC,MEM
2018-19,2019-01-25,regular,TOR,HOU
2018-19,2019-01-25,regular,WAS,ORL
2018-19,2019-01-26,regular,ATL,POR
2018-19,2019-01-26,regular,GSW,BOS
2018-19,2019-01-26,regular,IND,MEM
2018-19,2019-01-26,regular,PHI,DEN
2018-19,2019-01-26,regular,SAS,NOP
2018-19,2019-01-27,regular,CLE,CHI
2018-19,2019-01-27,regular,MIA,NYK
2018-19,2019-01-27,regular,MIL,OKC
2018-19,2019-01-27,regular,ORL,HOU
2018-19,2019-01-27,regular,PHX,LAL
2018-19,2019-01-27,regular,SAC,LAC
2018-19,2019-01-27,regular,TOR,DAL
2018-19,2019-01-27,regular,UTA,MIN
2018-19,2019-01-27,regular,WAS,SAS
2018-19,2019-01-28,regular,ATL,LAC
2018-19,2019-01-28,regular,BKN,BOS
2018-19,2019-01-28,regular,DEN,MEM
2018-19,2019-01-28,regular,GSW,IND
2018-19,2019-01-28,regular,NYK,CHA
2018-19,2019-01-29,regular,CHI,BKN
2018-19,2019-01-29,regular,MIL,DET
2018-19,2019-01-29,regular,NOP,HOU
2018-19,2019-01-29,regular,OKC,ORL
2018-19,2019-01-29,regular,PHI,LAL
2018-19,2019-01-29,regular,PHX,SAS
2018-19,2019-01-29,regular,WAS,CLE
2018-19,2019-01-30,regular,ATL,SAC
2018-19,2019-01-30,regular,CHA,BOS
2018-19,2019-01-30,regular,CHI,MIA
2018-19,2019-01-30,regular,DAL,NYK
2018-19,2019-01-30,regular,DEN,NOP
2018-19,2019-01-30,regular,IND,WAS
2018-19,2019-01-30,regular,MEM,MIN
2018-19,2019-01-30,regular,UTA,POR
2018-19,2019-01-31,regular,BKN,SAS
2018-19,2019-01-31,regular,DAL,DET
2018-19,2019-01-31,regular,IND,ORL
2018-19,2019-01-31,regular,LAL,LAC
2018-19,2019-01-31,regular,MIL,TOR
2018-19,2019-01-31,regular,PHI,GSW
2018-19,2019-02-01,regular,ATL,UTA
2018-19,2019-02-01,regular,BOS,NYK
2018-19,2019-02-01,regular,HOU,DEN
2018-19,2019-02-01,regular,MEM,CHA
2018-19,2019-02-01,regular,OKC,MIA
2018-19,2019-02-02,regular,ATL,PHX
2018-19,2019-02-02,regular,BKN,ORL
2018-19,2019-02-02,regular,CHI,CHA
2018-19,2019-02-02,regular,DAL,CLE
2018-19,2019-02-02,regular,DEN,MIN
2018-19,2019-02-02,regular,HOU,UTA
2018-19,2019-02-02,regular,IND,MIA
2018-19,2019-02-02,regular,LAC,DET
2018-19,2019-02-02,regular,LAL,GSW
2018-19,2019-02-02,regular,MIL,WAS
2018-19,2019-02-02,regular,NOP,SAS
2018-19,2019-02-02,regular,PHI,SAC
2018-19,2019-02-03,regular,LAC,TOR
2018-19,2019-02-03,regular,MEM,NYK
2018-19,2019-02-03,regular,OKC,BOS
2018-19,2019-02-04,regular,ATL,WAS
2018-19,2019-02-04,regular,DEN,DET
2018-19,2019-02-04,regular,HOU,PHX
2018-19,2019-02-04,regular,IND,NOP
2018-19,2019-02-04,regular,MIL,BKN
2018-19,2019-02-04,regular,SAS,SAC
2018-19,2019-02-05,regular,BOS,CLE
2018-19,2019-02-05,regular,DET,NYK
2018-19,2019-02-05,regular,LAC,CHA
2018-19,2019-02-05,regular,LAL,IND
2018-19,2019-02-05,regular,MIA,POR
2018-19,2019-02-05,regular,MIN,MEM
2018-19,2019-02-05,regular,ORL,OKC
2018-19,2019-02-05,regular,TOR,PHI
2018-19,2019-02-06,regular,CHA,DAL
2018-19,2019-02-06,regular,DEN,BKN
2018-19,2019-02-06,regular,HOU,SAC
2018-19,2019-02-06,regular,NOP,CHI
2018-19,2019-02-06,regular,PHX,UTA
2018-19,2019-02-06,regular,SAS,GSW
2018-19,2019-02-06,regular,WAS,MIL
2018-19,2019-02-07,regular,LAC,IND
2018-19,2019-02-07,regular,LAL,BOS
2018-19,2019-02-07,regular,MEM,OKC
2018-19,2019-02-07,regular,MIN,ORL
2018-19,2019-02-07,regular,SAS,POR
2018-19,2019-02-07,regular,TOR,ATL
2018-19,2019-02-08,regular,CHI,BKN
2018-19,2019-02-08,regular,CLE,WAS
2018-19,2019-02-08,regular,DEN,PHI
2018-19,2019-02-08,regular,GSW,PHX
2018-19,2019-02-08,regular,MIA,SAC
2018-19,2019-02-08,regular,MIL,DAL
2018-19,2019-02-08,regular,MIN,NOP
2018-19,2019-02-08,regular,NYK,DET
2018-19,2019-02-09,regular,CHA,ATL
2018-19,2019-02-09,regular,CLE,IND
2018-19,2019-02-09,regular,LAC,BOS
2018-19,2019-02-09,regular,NOP,MEM
2018-19,2019-02-09,regular,OKC,HOU
2018-19,2019-02-09,regular,ORL,MIL
2018-19,2019-02-09,regular,SAS,UTA
2018-19,2019-02-09,regular,TOR,NYK
2018-19,2019-02-09,regular,WAS,CHI
2018-19,2019-02-10,regular,LAL,PHI
2018-19,2019-02-10,regular,MIA,GSW
2018-19,2019-02-10,regular,ORL,ATL
2018-19,2019-02-10,regular,PHX,SAC
2018-19,2019-02-10,regular,POR,DAL
2018-19,2019-02-11,regular,BKN,TOR
2018-19,2019-02-11,regular,CHA,IND
2018-19,2019-02-11,regular,DAL,HOU
2018-19,2019-02-11,regular,LAC,MIN
2018-19,2019-02-11,regular,MIA,DEN
2018-19,2019-02-11,regular,MIL,CHI
2018-19,2019-02-11,regular,NYK,CLE
2018-19,2019-02-11,regular,POR,OKC
2018-19,2019-02-11,regular,WAS,DET
2018-19,2019-02-12,regular,BOS,PHI
2018-19,2019-02-12,regular,LAL,ATL
2018-19,2019-02-12,regular,ORL,NOP
2018-19,2019-02-12,regular,SAS,MEM
2018-19,2019-02-12,regular,UTA,GSW
2018-19,2019-02-13,regular,BKN,CLE
2018-19,2019-02-13,regular,DET,BOS
2018-19,2019-02-13,regular,GSW,POR
2018-19,2019-02-13,regular,HOU,MIN
2018-19,2019-02-13,regular,MEM,CHI
2018-19,2019-02-13,regular,MIA,DAL
2018-19,2019-02-13,regular,MIL,IND
2018-19,2019-02-13,regular,PHI,NYK
2018-19,2019-02-13,regular,PHX,LAC
2018-19,2019-02-13,regular,SAC,DEN
2018-19,2019-02-13,regular,WAS,TOR
2018-19,2019-02-14,regular,CHA,ORL
2018-19,2019-02-14,regular,NYK,ATL
2018-19,2019-02-14,regular,OKC,NOP
2018-19,2019-02-21,regular,BOS,MIL
2018-19,2019-02-21,regular,HOU,LAL
2018-19,2019-02-21,regular,MIA,PHI
2018-19,2019-02-21,regular,PHX,CLE
2018-19,2019-02-21,regular,POR,BKN
2018-19,2019-02-21,regular,SAC,GSW
2018-19,2019-02-22,regular,CHI,ORL
2018-19,2019-02-22,regular,DEN,DAL
2018-19,2019-02-22,regular,DET,ATL
2018-19,2019-02-22,regular,LAC,MEM
2018-19,2019-02-22,regular,MIN,NYK
2018-19,2019-02-22,regular,NOP,IND
2018-19,2019-02-22,regular,SAS,TOR
2018-19,2019-02-22,regular,UTA,OKC
2018-19,2019-02-22,regular,WAS,CHA
2018-19,2019-02-23,regular,BKN,CHA
2018-19,2019-02-23,regular,BOS,CHI
2018-19,2019-02-23,regular,DAL,UTA
2018-19,2019-02-23,regular,DET,MIA
2018-19,2019-02-23,regular,HOU,GSW
2018-19,2019-02-23,regular,IND,WAS
2018-19,2019-02-23,regular,LAL,NOP
2018-19,2019-02-23,regular,MEM,CLE
2018-19,2019-02-23,regular,MIN,MIL
2018-19,2019-02-23,regular,PHX,ATL
2018-19,2019-02-23,regular,POR,PHI
2018-19,2019-02-23,regular,SAC,OKC
2018-19,2019-02-24,regular,LAC,DEN
2018-19,2019-02-24,regular,ORL,TOR
2018-19,2019-02-24,regular,SAS,NYK
2018-19,2019-02-25,regular,ATL,HOU
2018-19,2019-02-25,regular,DAL,LAC
2018-19,2019-02-25,regular,GSW,CHA
2018-19,2019-02-25,regular,IND,DET
2018-19,2019-02-25,regular,LAL,MEM
2018-19,2019-02-25,regular,MIL,CHI
2018-19,2019-02-25,regular,PHI,NOP
2018-19,2019-02-25,regular,PHX,MIA
2018-19,2019-02-25,regular,POR,CLE
2018-19,2019-02-25,regular,SAC,MIN
2018-19,2019-02-25,regular,SAS,BKN
2018-19,2019-02-26,regular,BOS,TOR
2018-19,2019-02-26,regular,OKC,DEN
2018-19,2019-02-26,regular,ORL,NYK
2018-19,2019-02-27,regular,CHI,MEM
2018-19,2019-02-27,regular,DET,SAS
2018-19,2019-02-27,regular,GSW,MIA
2018-19,2019-02-27,regular,HOU,CHA
2018-19,2019-02-27,regular,IND,DAL
2018-19,2019-02-27,regular,LAC,UTA
2018-19,2019-02-27,regular,MIL,SAC
2018-19,2019-02-27,regular,MIN,ATL
2018-19,2019-02-27,regular,NOP,LAL
2018-19,2019-02-27,regular,POR,BOS
2018-19,2019-02-27,regular,WAS,BKN
2018-19,2019-02-28,regular,CLE,NYK
2018-19,2019-02-28,regular,GSW,ORL
2018-19,2019-02-28,regular,MIA,HOU
2018-19,2019-02-28,regular,MIN,IND
2018-19,2019-02-28,regular,PHI,OKC
2018-19,2019-02-28,regular,UTA,DEN
2018-19,2019-03-01,regular,CHA,BKN
2018-19,2019-03-01,regular,CHI,ATL
2018-19,2019-03-01,regular,LAC,SAC
2018-19,2019-03-01,regular,MIL,LAL
2018-19,2019-03-01,regular,NOP,PHX
2018-19,2019-03-01,regular,POR,TOR
2018-19,2019-03-01,regular,WAS,BOS
2018-19,2019-03-02,regular,BKN,MIA
2018-19,2019-03-02,regular,DET,CLE
2018-19,2019-03-02,regular,GSW,PHI
2018-19,2019-03-02,regular,LAL,PHX
2018-19,2019-03-02,regular,MEM,DAL
2018-19,2019-03-02,regular,MIL,UTA
2018-19,2019-03-02,regular,NOP,DEN
2018-19,2019-03-02,regular,OKC,SAS
2018-19,2019-03-02,regular,ORL,IND
2018-19,2019-03-03,regular,ATL,CHI
2018-19,2019-03-03,regular,HOU,BOS
2018-19,2019-03-03,regular,MEM,OKC
2018-19,2019-03-03,regular,MIN,WAS
2018-19,2019-03-03,regular,NYK,LAC
2018-19,2019-03-03,regular,ORL,CLE
2018-19,2019-03-03,regular,POR,CHA
2018-19,2019-03-03,regular,TOR,DET
2018-19,2019-03-04,regular,ATL,MIA
2018-19,2019-03-04,regular,DAL,BKN
2018-19,2019-03-04,regular,DEN,SAS
2018-19,2019-03-04,regular,LAC,LAL
2018-19,2019-03-04,regular,MIL,PHX
2018-19,2019-03-04,regular,NOP,UTA
2018-19,2019-03-04,regular,NYK,SAC
2018-19,2019-03-05,regular,BOS,GSW
2018-19,2019-03-05,regular,CHI,IND
2018-19,2019-03-05,regular,HOU,TOR
2018-19,2019-03-05,regular,OKC,MIN
2018-19,2019-03-05,regular,ORL,PHI
2018-19,2019-03-05,regular,POR,MEM
2018-19,2019-03-06,regular,BOS,SAC
2018-19,2019-03-06,regular,CLE,BKN
2018-19,2019-03-06,regular,DAL,WAS
2018-19,2019-03-06,regular,DEN,LAL
2018-19,2019-03-06,regular,MIA,CHA
2018-19,2019-03-06,regular,MIN,DET
2018-19,2019-03-06,regular,NYK,PHX
2018-19,2019-03-06,regular,PHI,CHI
2018-19,2019-03-06,regular,SAS,ATL
2018-19,2019-03-06,regular,UTA,NOP
2018-19,2019-03-07,regular,IND,MIL
2018-19,2019-03-07,regular,OKC,POR
2018-19,2019-03-08,regular,CLE,MIA
2018-19,2019-03-08,regular,DAL,ORL
2018-19,2019-03-08,regular,DEN,GSW
2018-19,2019-03-08,regular,DET,CHI
2018-19,2019-03-08,regular,OKC,LAC
2018-19,2019-03-08,regular,PHI,HOU
2018-19,2019-03-08,regular,TOR,NOP
2018-19,2019-03-08,regular,UTA,MEM
2018-19,2019-03-08,regular,WAS,CHA
2018-19,2019-03-09,regular,BKN,ATL
2018-19,2019-03-09,regular,BOS,LAL
2018-19,2019-03-09,regular,CHA,MIL
2018-19,2019-03-09,regular,PHX,POR
2018-19,2019-03-09,regular,SAC,NYK
2018-19,2019-03-09,regular,WAS,MIN
2018-19,2019-03-10,regular,CHI,DET
2018-19,2019-03-10,regular,HOU,DAL
2018-19,2019-03-10,regular,IND,PHI
2018-19,2019-03-10,regular,MIL,SAS
2018-19,2019-03-10,regular,NOP,ATL
2018-19,2019-03-10,regular,NYK,MIN
2018-19,2019-03-10,regular,ORL,MEM
2018-19,2019-03-10,regular,PHX,GSW
2018-19,2019-03-10,regular,TOR,MIA
2018-19,2019-03-11,regular,BOS,LAC
2018-19,2019-03-11,regular,CHA,HOU
2018-19,2019-03-11,regular,DET,BKN
2018-19,2019-03-11,regular,OKC,UTA
2018-19,2019-03-11,regular,SAC,WAS
2018-19,2019-03-11,regular,TOR,CLE
2018-19,2019-03-12,regular,CLE,PHI
2018-19,2019-03-12,regular,LAL,CHI
2018-19,2019-03-12,regular,MIL,NOP
2018-19,2019-03-12,regular,MIN,DEN
2018-19,2019-03-12,regular,NYK,IND
2018-19,2019-03-12,regular,POR,LAC
2018-19,2019-03-12,regular,SAS,DAL
2018-19,2019-03-13,regular,BKN,OKC
2018-19,2019-03-13,regular,DET,MIA
2018-19,2019-03-13,regular,GSW,HOU
2018-19,2019-03-13,regular,MEM,ATL
2018-19,2019-03-13,regular,ORL,WAS
2018-19,2019-03-13,regular,UTA,PHX
2018-19,2019-03-14,regular,CLE,ORL
2018-19,2019-03-14,regular,DAL,DEN
2018-19,2019-03-14,regular,LAL,TOR
2018-19,2019-03-14,regular,MIN,UTA
2018-19,2019-03-14,regular,OKC,IND
2018-19,2019-03-14,regular,SAC,BOS
2018-19,2019-03-15,regular,CHA,WAS
2018-19,2019-03-15,regular,CHI,LAC
2018-19,2019-03-15,regular,LAL,DET
2018-19,2019-03-15,regular,MIL,MIA
2018-19,2019-03-15,regular,NYK,SAS
2018-19,2019-03-15,regular,PHX,HOU
2018-19,2019-03-15,regular,POR,NOP
2018-19,2019-03-15,regular,SAC,PHI
2018-19,2019-03-16,regular,ATL,BOS
2018-19,2019-03-16,regular,BKN,UTA
2018-19,2019-03-16,regular,CLE,DAL
2018-19,2019-03-16,regular,GSW,OKC
2018-19,2019-03-16,regular,IND,DEN
2018-19,2019-03-16,regular,MEM,WAS
2018-19,2019-03-16,regular,PHX,NOP
2018-19,2019-03-16,regular,POR,SAS
2018-19,2019-03-17,regular,ATL,ORL
2018-19,2019-03-17,regular,BKN,LAC
2018-19,2019-03-17,regular,CHA,MIA
2018-19,2019-03-17,regular,CHI,SAC
2018-19,2019-03-17,regular,LAL,NYK
2018-19,2019-03-17,regular,MIN,HOU
2018-19,2019-03-17,regular,PHI,MIL
2018-19,2019-03-17,regular,TOR,DET
2018-19,2019-03-18,regular,CHI,PHX
2018-19,2019-03-18,regular,DEN,BOS
2018-19,2019-03-18,regular,DET,CLE
2018-19,2019-03-18,regular,GSW,SAS
2018-19,2019-03-18,regular,IND,POR
2018-19,2019-03-18,regular,MIA,OKC
2018-19,2019-03-18,regular,NOP,DAL
2018-19,2019-03-18,regular,NYK,TOR
2018-19,2019-03-18,regular,UTA,WAS
2018-19,2019-03-19,regular,BKN,SAC
2018-19,2019-03-19,regular,GSW,MIN
2018-19,2019-03-19,regular,HOU,ATL
2018-19,2019-03-19,regular,IND,LAC
2018-19,2019-03-19,regular,LAL,MIL
2018-19,2019-03-19,regular,PHI,CHA
2018-19,2019-03-20,regular,BOS,PHI
2018-19,2019-03-20,regular,DAL,POR
2018-19,2019-03-20,regular,HOU,MEM
2018-19,2019-03-20,regular,MIA,SAS
2018-19,2019-03-20,regular,MIL,CLE
2018-19,2019-03-20,regular,NOP,ORL
2018-19,2019-03-20,regular,TOR,OKC
2018-19,2019-03-20,regular,UTA,NYK
2018-19,2019-03-20,regular,WAS,CHI
2018-19,2019-03-21,regular,DAL,SAC
2018-19,2019-03-21,regular,DEN,WAS
2018-19,2019-03-21,regular,DET,PHX
2018-19,2019-03-21,regular,IND,GSW
2018-19,2019-03-21,regular,MIN,CHA
2018-19,2019-03-21,regular,UTA,ATL
2018-19,2019-03-22,regular,BKN,LAL
2018-19,2019-03-22,regular,DEN,NYK
2018-19,2019-03-22,regular,LAC,CLE
2018-19,2019-03-22,regular,MEM,ORL
2018-19,2019-03-22,regular,MIA,MIL
2018-19,2019-03-22,regular,OKC,TOR
2018-19,2019-03-22,regular,SAS,HOU
2018-19,2019-03-23,regular,BOS,CHA
2018-19,2019-03-23,regular,DAL,GSW
2018-19,2019-03-23,regular,DET,POR
2018-19,2019-03-23,regular,MIA,WAS
2018-19,2019-03-23,regular,MIN,MEM
2018-19,2019-03-23,regular,PHI,ATL
2018-19,2019-03-23,regular,PHX,SAC
2018-19,2019-03-23,regular,UTA,CHI
2018-19,2019-03-24,regular,CHA,TOR
2018-19,2019-03-24,regular,CLE,MIL
2018-19,2019-03-24,regular,DEN,IND
2018-19,2019-03-24,regular,DET,GSW
2018-19,2019-03-24,regular,HOU,NOP
2018-19,2019-03-24,regular,LAC,NYK
2018-19,2019-03-24,regular,SAC,LAL
2018-19,2019-03-24,regular,SAS,BOS
2018-19,2019-03-25,regular,BKN,POR
2018-19,2019-03-25,regular,OKC,MEM
2018-19,2019-03-25,regular,PHI,ORL
2018-19,2019-03-25,regular,PHX,UTA
2018-19,2019-03-26,regular,ATL,NOP
2018-19,2019-03-26,regular,BOS,CLE
2018-19,2019-03-26,regular,CHI,TOR
2018-19,2019-03-26,regular,DET,DEN
2018-19,2019-03-26,regular,HOU,MIL
2018-19,2019-03-26,regular,LAC,MIN
2018-19,2019-03-26,regular,ORL,MIA
2018-19,2019-03-26,regular,SAC,DAL
2018-19,2019-03-26,regular,SAS,CHA
2018-19,2019-03-26,regular,WAS,LAL
2018-19,2019-03-27,regular,GSW,MEM
2018-19,2019-03-27,regular,IND,OKC
2018-19,2019-03-27,regular,LAL,UTA
2018-19,2019-03-27,regular,POR,CHI
2018-19,2019-03-27,regular,WAS,PHX
2018-19,2019-03-28,regular,BKN,PHI
2018-19,2019-03-28,regular,CLE,SAS
2018-19,2019-03-28,regular,DAL,MIA
2018-19,2019-03-28,regular,DEN,HOU
2018-19,2019-03-28,regular,LAC,MIL
2018-19,2019-03-28,regular,ORL,DET
2018-19,2019-03-28,regular,SAC,NOP
2018-19,2019-03-28,regular,TOR,NYK
2018-19,2019-03-29,regular,CHA,LAL
2018-19,2019-03-29,regular,DEN,OKC
2018-19,2019-03-29,regular,GSW,MIN
2018-19,2019-03-29,regular,IND,BOS
2018-19,2019-03-29,regular,POR,ATL
2018-19,2019-03-29,regular,WAS,UTA
2018-19,2019-03-30,regular,BOS,BKN
2018-19,2019-03-30,regular,CLE,LAC
2018-19,2019-03-30,regular,MEM,PHX
2018-19,2019-03-30,regular,MIA,NYK
2018-19,2019-03-30,regular,ORL,IND
2018-19,2019-03-30,regular,PHI,MIN
2018-19,2019-03-30,regular,POR,DET
2018-19,2019-03-30,regular,SAC,HOU
2018-19,2019-03-30,regular,TOR,CHI
2018-19,2019-03-31,regular,CHA,GSW
2018-19,2019-03-31,regular,DAL,OKC
2018-19,2019-03-31,regular,LAL,NOP
2018-19,2019-03-31,regular,MEM,LAC
2018-19,2019-03-31,regular,MIL,ATL
2018-19,2019-03-31,regular,SAC,SAS
2018-19,2019-03-31,regular,WAS,DEN
2018-19,2019-04-01,regular,CHA,UTA
2018-19,2019-04-01,regular,CHI,NYK
2018-19,2019-04-01,regular,CLE,PHX
2018-19,2019-04-01,regular,DET,IND
2018-19,2019-04-01,regular,MIA,BOS
2018-19,2019-04-01,regular,MIL,BKN
