season,game_date,season_type,away_team,home_team
2021-22,2022-02-06,regular,MIL,LAC
2021-22,2022-02-06,regular,NOP,HOU
2021-22,2022-02-06,regular,PHI,CHI
2021-22,2022-02-07,regular,GSW,OKC
2021-22,2022-02-07,regular,MIA,WAS
2021-22,2022-02-07,regular,NYK,UTA
2021-22,2022-02-07,regular,PHX,CHI
2021-22,2022-02-07,regular,TOR,CHA
2021-22,2022-02-08,regular,BOS,BKN
2021-22,2022-02-08,regular,DET,DAL
2021-22,2022-02-08,regular,HOU,NOP
2021-22,2022-02-08,regular,IND,ATL
2021-22,2022-02-08,regular,LAC,MEM
2021-22,2022-02-08,regular,MIL,LAL
2021-22,2022-02-08,regular,MIN,SAC
2021-22,2022-02-08,regular,NYK,DEN
2021-22,2022-02-08,regular,ORL,POR
2021-22,2022-02-08,regular,PHX,PHI
2021-22,2022-02-09,regular,CHI,CHA
2021-22,2022-02-09,regular,GSW,UTA
2021-22,2022-02-09,regular,LAL,POR
2021-22,2022-02-09,regular,MIN,SAC
2021-22,2022-02-09,regular,SAS,CLE
2021-22,2022-02-09,regular,TOR,OKC
2021-22,2022-02-10,regular,BKN,WAS
2021-22,2022-02-10,regular,LAC,DAL
2021-22,2022-02-10,regular,MEM,DET
2021-22,2022-02-10,regular,MIA,NOP
2021-22,2022-02-10,regular,MIL,PHX
2021-22,2022-02-10,regular,NYK,GSW
2021-22,2022-02-10,regular,TOR,HOU
2021-22,2022-02-11,regular,CHA,DET
2021-22,2022-02-11,regular,CLE,IND
2021-22,2022-02-11,regular,DEN,BOS
2021-22,2022-02-11,regular,MIN,CHI
2021-22,2022-02-11,regular,OKC,PHI
2021-22,2022-02-11,regular,ORL,UTA
2021-22,2022-02-11,regular,SAS,ATL
2021-22,2022-02-12,regular,BKN,MIA
2021-22,2022-02-12,regular,CLE,PHI
2021-22,2022-02-12,regular,DEN,TOR
2021-22,2022-02-12,regular,LAC,DAL
2021-22,2022-02-12,regular,LAL,GSW
2021-22,2022-02-12,regular,MEM,CHA
2021-22,2022-02-12,regular,NYK,POR
2021-22,2022-02-12,regular,OKC,CHI
2021-22,2022-02-12,regular,ORL,PHX
2021-22,2022-02-12,regular,SAC,WAS
2021-22,2022-02-12,regular,SAS,NOP
2021-22,2022-02-13,regular,ATL,BOS
2021-22,2022-02-13,regular,MIN,IND
2021-22,2022-02-14,regular,DET,WAS
2021-22,2022-02-14,regular,GSW,LAC
2021-22,2022-02-14,regular,HOU,UTA
2021-22,2022-02-14,regular,OKC,NYK
2021-22,2022-02-14,regular,ORL,DEN
2021-22,2022-02-14,regular,POR,MIL
2021-22,2022-02-14,regular,SAC,BKN
2021-22,2022-02-14,regular,SAS,CHI
2021-22,2022-02-14,regular,TOR,NOP
2021-22,2022-02-15,regular,BOS,PHI
2021-22,2022-02-15,regular,CHA,MIN
2021-22,2022-02-15,regular,CLE,ATL
2021-22,2022-02-15,regular,DAL,MIA
2021-22,2022-02-15,regular,IND,MIL
2021-22,2022-02-15,regular,LAC,PHX
2021-22,2022-02-15,regular,MEM,NOP
2021-22,2022-02-16,regular,ATL,ORL
2021-22,2022-02-16,regular,BKN,NYK
2021-22,2022-02-16,regular,DEN,GSW
2021-22,2022-02-16,regular,DET,BOS
2021-22,2022-02-16,regular,HOU,PHX
2021-22,2022-02-16,regular,POR,MEM
2021-22,2022-02-16,regular,SAC,CHI
2021-22,2022-02-16,regular,SAS,OKC
2021-22,2022-02-16,regular,TOR,MIN
2021-22,2022-02-16,regular,UTA,LAL
2021-22,2022-02-16,regular,WAS,IND
2021-22,2022-02-17,regular,DAL,NOP
2021-22,2022-02-17,regular,HOU,LAC
2021-22,2022-02-17,regular,MIA,CHA
2021-22,2022-02-17,regular,PHI,MIL
2021-22,2022-02-17,regular,WAS,BKN
2021-22,2022-02-24,regular,ATL,CHI
2021-22,2022-02-24,regular,BOS,BKN
2021-22,2022-02-24,regular,CLE,DET
2021-22,2022-02-24,regular,DEN,SAC
2021-22,2022-02-24,regular,GSW,POR
2021-22,2022-02-24,regular,MEM,MIN
2021-22,2022-02-24,regular,PHX,OKC
2021-22,2022-02-25,regular,DAL,UTA
2021-22,2022-02-25,regular,HOU,ORL
2021-22,2022-02-25,regular,LAC,LAL
2021-22,2022-02-25,regular,MIA,NYK
2021-22,2022-02-25,regular,NOP,PHX
2021-22,2022-02-25,regular,OKC,IND
2021-22,2022-02-25,regular,PHI,MIN
2021-22,2022-02-25,regular,SAS,WAS
2021-22,2022-02-25,regular,TOR,CHA
2021-22,2022-02-26,regular,BKN,MIL
2021-22,2022-02-26,regular,BOS,DET
2021-22,2022-02-26,regular,MEM,CHI
2021-22,2022-02-26,regular,SAC,DEN
2021-22,2022-02-26,regular,SAS,MIA
2021-22,2022-02-26,regular,TOR,ATL
2021-22,2022-02-26,regular,WAS,CLE
2021-22,2022-02-27,regular,BOS,IND
2021-22,2022-02-27,regular,DAL,GSW
2021-22,2022-02-27,regular,DEN,POR
2021-22,2022-02-27,regular,DET,CHA
2021-22,2022-02-27,regular,LAC,HOU
2021-22,2022-02-27,regular,NOP,LAL
2021-22,2022-02-27,regular,PHI,NYK
2021-22,2022-02-27,regular,UTA,PHX
2021-22,2022-02-28,regular,CHA,MIL
2021-22,2022-02-28,regular,CHI,MIA
2021-22,2022-02-28,regular,IND,ORL
2021-22,2022-02-28,regular,MIN,CLE
2021-22,2022-02-28,regular,SAC,OKC
2021-22,2022-02-28,regular,SAS,MEM
2021-22,2022-02-28,regular,TOR,BKN
2021-22,2022-03-01,regular,ATL,BOS
2021-22,2022-03-01,regular,BKN,TOR
2021-22,2022-03-01,regular,DAL,LAL
2021-22,2022-03-01,regular,DET,WAS
2021-22,2022-03-01,regular,GSW,MIN
2021-22,2022-03-01,regular,LAC,HOU
2021-22,2022-03-02,regular,CHA,CLE
2021-22,2022-03-02,regular,IND,ORL
2021-22,2022-03-02,regular,MIA,MIL
2021-22,2022-03-02,regular,NYK,PHI
2021-22,2022-03-02,regular,OKC,DEN
2021-22,2022-03-02,regular,POR,PHX
2021-22,2022-03-02,regular,SAC,NOP
2021-22,2022-03-02,regular,UTA,HOU
2021-22,2022-03-03,regular,CHI,ATL
2021-22,2022-03-03,regular,DET,TOR
2021-22,2022-03-03,regular,GSW,DAL
2021-22,2022-03-03,regular,LAL,LAC
2021-22,2022-03-03,regular,MEM,BOS
2021-22,2022-03-03,regular,MIA,BKN
2021-22,2022-03-03,regular,SAC,SAS
2021-22,2022-03-04,regular,ATL,WAS
2021-22,2022-03-04,regular,CLE,PHI
2021-22,2022-03-04,regular,HOU,DEN
2021-22,2022-03-04,regular,IND,DET
2021-22,2022-03-04,regular,MIL,CHI
2021-22,2022-03-04,regular,MIN,OKC
2021-22,2022-03-04,regular,NYK,PHX
2021-22,2022-03-04,regular,ORL,TOR
2021-22,2022-03-04,regular,UTA,NOP
2021-22,2022-03-05,regular,GSW,LAL
2021-22,2022-03-05,regular,ORL,MEM
2021-22,2022-03-05,regular,PHI,MIA
2021-22,2022-03-05,regular,POR,MIN
2021-22,2022-03-05,regular,SAC,DAL
2021-22,2022-03-05,regular,SAS,CHA
2021-22,2022-03-06,regular,BKN,BOS
2021-22,2022-03-06,regular,IND,WAS
2021-22,2022-03-06,regular,MEM,HOU
2021-22,2022-03-06,regular,NOP,DEN
2021-22,2022-03-06,regular,NYK,LAC
2021-22,2022-03-06,regular,PHX,MIL
2021-22,2022-03-06,regular,TOR,CLE
2021-22,2022-03-06,regular,UTA,OKC
2021-22,2022-03-07,regular,ATL,DET
2021-22,2022-03-07,regular,CHI,PHI
2021-22,2022-03-07,regular,GSW,DEN
2021-22,2022-03-07,regular,HOU,MIA
2021-22,2022-03-07,regular,LAL,SAS
2021-22,2022-03-07,regular,NYK,SAC
2021-22,2022-03-07,regular,POR,MIN
2021-22,2022-03-07,regular,UTA,DAL
2021-22,2022-03-08,regular,BKN,CHA
2021-22,2022-03-08,regular,CLE,IND
2021-22,2022-03-08,regular,LAC,GSW
2021-22,2022-03-08,regular,MIL,OKC
2021-22,2022-03-08,regular,NOP,MEM
2021-22,2022-03-08,regular,PHX,ORL
2021-22,2022-03-09,regular,ATL,MIL
2021-22,2022-03-09,regular,BOS,CHA
2021-22,2022-03-09,regular,CHI,DET
2021-22,2022-03-09,regular,DEN,SAC
2021-22,2022-03-09,regular,LAL,HOU
2021-22,2022-03-09,regular,NYK,DAL
2021-22,2022-03-09,regular,OKC,MIN
2021-22,2022-03-09,regular,ORL,NOP
2021-22,2022-03-09,regular,PHX,MIA
2021-22,2022-03-09,regular,POR,UTA
2021-22,2022-03-09,regular,TOR,SAS
2021-22,2022-03-09,regular,WAS,LAC
2021-22,2022-03-10,regular,BKN,PHI
2021-22,2022-03-10,regular,GSW,DEN
2021-22,2022-03-11,regular,CHA,NOP
2021-22,2022-03-11,regular,CLE,MIA
2021-22,2022-03-11,regular,DAL,HOU
2021-22,2022-03-11,regular,DET,BOS
2021-22,2022-03-11,regular,LAC,ATL
2021-22,2022-03-11,regular,MIN,ORL
2021-22,2022-03-11,regular,NYK,MEM
2021-22,2022-03-11,regular,TOR,PHX
2021-22,2022-03-11,regular,UTA,SAS
2021-22,2022-03-11,regular,WAS,LAL
2021-22,2022-03-12,regular,CLE,CHI
2021-22,2022-03-12,regular,IND,SAS
2021-22,2022-03-12,regular,MIL,GSW
2021-22,2022-03-12,regular,MIN,MIA
2021-22,2022-03-12,regular,SAC,UTA
2021-22,2022-03-12,regular,TOR,DEN
2021-22,2022-03-12,regular,WAS,POR
2021-22,2022-03-13,regular,DAL,BOS
2021-22,2022-03-13,regular,HOU,NOP
2021-22,2022-03-13,regular,IND,ATL
2021-22,2022-03-13,regular,LAC,DET
2021-22,2022-03-13,regular,LAL,PHX
2021-22,2022-03-13,regular,MEM,OKC
2021-22,2022-03-13,regular,NYK,BKN
2021-22,2022-03-13,regular,PHI,ORL
2021-22,2022-03-14,regular,CHA,OKC
2021-22,2022-03-14,regular,CHI,SAC
2021-22,2022-03-14,regular,DEN,PHI
2021-22,2022-03-14,regular,LAC,CLE
2021-22,2022-03-14,regular,MIL,UTA
2021-22,2022-03-14,regular,MIN,SAS
2021-22,2022-03-14,regular,POR,ATL
2021-22,2022-03-14,regular,TOR,LAL
2021-22,2022-03-14,regular,WAS,GSW
2021-22,2022-03-15,regular,BKN,ORL
2021-22,2022-03-15,regular,DET,MIA
2021-22,2022-03-15,regular,MEM,IND
2021-22,2022-03-15,regular,PHX,NOP
2021-22,2022-03-16,regular,ATL,CHA
2021-22,2022-03-16,regular,BOS,GSW
2021-22,2022-03-16,regular,CHI,UTA
2021-22,2022-03-16,regular,DAL,BKN
2021-22,2022-03-16,regular,DEN,WAS
2021-22,2022-03-16,regular,LAL,MIN
2021-22,2022-03-16,regular,MIL,SAC
2021-22,2022-03-16,regular,OKC,SAS
2021-22,2022-03-16,regular,PHI,CLE
2021-22,2022-03-16,regular,PHX,HOU
2021-22,2022-03-16,regular,POR,NYK
2021-22,2022-03-16,regular,TOR,LAC
2021-22,2022-03-17,regular,DET,ORL
2021-22,2022-03-18,regular,BOS,SAC
2021-22,2022-03-18,regular,CHI,PHX
2021-22,2022-03-18,regular,DAL,PHI
2021-22,2022-03-18,regular,DEN,CLE
2021-22,2022-03-18,regular,IND,HOU
2021-22,2022-03-18,regular,LAC,UTA
2021-22,2022-03-18,regular,LAL,TOR
2021-22,2022-03-18,regular,MEM,ATL
2021-22,2022-03-18,regular,NOP,SAS
2021-22,2022-03-18,regular,OKC,MIA
2021-22,2022-03-18,regular,POR,BKN
2021-22,2022-03-18,regular,WAS,NYK
2021-22,2022-03-19,regular,DAL,CHA
2021-22,2022-03-19,regular,DET,CLE
2021-22,2022-03-19,regular,LAL,WAS
2021-22,2022-03-19,regular,MIL,MIN
2021-22,2022-03-20,regular,BOS,DEN
2021-22,2022-03-20,regular,MEM,HOU
2021-22,2022-03-20,regular,NOP,ATL
2021-22,2022-03-20,regular,OKC,ORL
2021-22,2022-03-20,regular,PHX,SAC
2021-22,2022-03-20,regular,POR,IND
2021-22,2022-03-20,regular,SAS,GSW
2021-22,2022-03-20,regular,TOR,PHI
2021-22,2022-03-20,regular,UTA,NYK
2021-22,2022-03-21,regular,BOS,OKC
2021-22,2022-03-21,regular,LAL,CLE
2021-22,2022-03-21,regular,MIA,PHI
2021-22,2022-03-21,regular,MIN,DAL
2021-22,2022-03-21,regular,NOP,CHA
2021-22,2022-03-21,regular,POR,DET
2021-22,2022-03-21,regular,TOR,CHI
2021-22,2022-03-21,regular,UTA,BKN
2021-22,2022-03-21,regular,WAS,HOU
2021-22,2022-03-22,regular,ATL,NYK
2021-22,2022-03-22,regular,CHI,MIL
2021-22,2022-03-22,regular,GSW,ORL
2021-22,2022-03-22,regular,LAC,DEN
2021-22,2022-03-23,regular,ATL,DET
2021-22,2022-03-23,regular,BKN,MEM
2021-22,2022-03-23,regular,GSW,MIA
2021-22,2022-03-23,regular,HOU,DAL
2021-22,2022-03-23,regular,NYK,CHA
2021-22,2022-03-23,regular,ORL,OKC
2021-22,2022-03-23,regular,PHI,LAL
2021-22,2022-03-23,regular,PHX,MIN
2021-22,2022-03-23,regular,SAC,IND
2021-22,2022-03-23,regular,SAS,POR
2021-22,2022-03-23,regular,UTA,BOS
2021-22,2022-03-24,regular,CHI,NOP
2021-22,2022-03-24,regular,CLE,TOR
2021-22,2022-03-24,regular,IND,MEM
2021-22,2022-03-24,regular,PHX,DEN
2021-22,2022-03-24,regular,WAS,MIL
2021-22,2022-03-25,regular,DAL,MIN
2021-22,2022-03-25,regular,GSW,ATL
2021-22,2022-03-25,regular,HOU,POR
2021-22,2022-03-25,regular,NYK,MIA
2021-22,2022-03-25,regular,PHI,LAC
2021-22,2022-03-25,regular,UTA,CHA
2021-22,2022-03-25,regular,WAS,DET
2021-22,2022-03-26,regular,BKN,MIA
2021-22,2022-03-26,regular,CHI,CLE
2021-22,2022-03-26,regular,HOU,POR
2021-22,2022-03-26,regular,IND,TOR
2021-22,2022-03-26,regular,MIL,MEM
2021-22,2022-03-26,regular,OKC,DEN
2021-22,2022-03-26,regular,SAC,ORL
2021-22,2022-03-26,regular,SAS,NOP
2021-22,2022-03-27,regular,CHA,BKN
2021-22,2022-03-27,regular,GSW,WAS
2021-22,2022-03-27,regular,LAL,NOP
2021-22,2022-03-27,regular,MIN,BOS
2021-22,2022-03-27,regular,NYK,DET
2021-22,2022-03-27,regular,PHI,PHX
2021-22,2022-03-27,regular,UTA,DAL
2021-22,2022-03-28,regular,ATL,IND
2021-22,2022-03-28,regular,BOS,TOR
2021-22,2022-03-28,regular,CHI,NYK
2021-22,2022-03-28,regular,DEN,CHA
2021-22,2022-03-28,regular,GSW,MEM
2021-22,2022-03-28,regular,OKC,POR
2021-22,2022-03-28,regular,ORL,CLE
2021-22,2022-03-28,regular,SAC,MIA
2021-22,2022-03-28,regular,SAS,HOU
2021-22,2022-03-29,regular,CHI,WAS
2021-22,2022-03-29,regular,DET,BKN
2021-22,2022-03-29,regular,LAL,DAL
2021-22,2022-03-29,regular,MIL,PHI
2021-22,2022-03-29,regular,UTA,LAC
2021-22,2022-03-30,regular,ATL,OKC
2021-22,2022-03-30,regular,CHA,NYK
2021-22,2022-03-30,regular,DAL,CLE
2021-22,2022-03-30,regular,DEN,IND
2021-22,2022-03-30,regular,MEM,SAS
2021-22,2022-03-30,regular,MIA,BOS
2021-22,2022-03-30,regular,MIN,TOR
2021-22,2022-03-30,regular,NOP,POR
2021-22,2022-03-30,regular,ORL,WAS
2021-22,2022-03-30,regular,PHX,GSW
2021-22,2022-03-30,regular,SAC,HOU
2021-22,2022-03-31,regular,CLE,ATL
2021-22,2022-03-31,regular,LAC,CHI
2021-22,2022-03-31,regular,LAL,UTA
2021-22,2022-03-31,regular,MIL,BKN
2021-22,2022-03-31,regular,PHI,DET
2021-22,2022-04-01,regular,DAL,WAS
2021-22,2022-04-01,regular,DET,OKC
2021-22,2022-04-01,regular,IND,BOS
2021-22,2022-04-01,regular,LAC,MIL
2021-22,2022-04-01,regular,MIN,DEN
2021-22,2022-04-01,regular,NOP,LAL
2021-22,2022-04-01,regular,PHX,MEM
2021-22,2022-04-01,regular,POR,SAS
2021-22,2022-04-01,regular,SAC,HOU
2021-22,2022-04-01,regular,TOR,ORL
2021-22,2022-04-02,regular,BKN,ATL
2021-22,2022-04-02,regular,CHA,PHI
2021-22,2022-04-02,regular,CLE,NYK
2021-22,2022-04-02,regular,MIA,CHI
2021-22,2022-04-02,regular,UTA,GSW
2021-22,2022-04-03,regular,DAL,MIL
2021-22,2022-04-03,regular,DEN,LAL
2021-22,2022-04-03,regular,DET,IND
2021-22,2022-04-03,regular,GSW,SAC
2021-22,2022-04-03,regular,MIA,TOR
2021-22,2022-04-03,regular,MIN,HOU
2021-22,2022-04-03,regular,NOP,LAC
2021-22,2022-04-03,regular,NYK,ORL
2021-22,2022-04-03,regular,PHI,CLE
2021-22,2022-04-03,regular,PHX,OKC
2021-22,2022-04-03,regular,POR,SAS
2021-22,2022-04-03,regular,WAS,BOS
2021-22,2022-04-05,regular,ATL,TOR
2021-22,2022-04-05,regular,CHA,MIA
2021-22,2022-04-05,regular,CLE,ORL
2021-22,2022-04-05,regular,HOU,BKN
2021-22,2022-04-05,regular,LAL,PHX
2021-22,2022-04-05,regular,MEM,UTA
2021-22,2022-04-05,regular,MIL,CHI
2021-22,2022-04-05,regular,NOP,SAC
2021-22,2022-04-05,regular,PHI,IND
2021-22,2022-04-05,regular,POR,OKC
2021-22,2022-04-05,regular,SAS,DEN
2021-22,2022-04-05,regular,WAS,MIN
2021-22,2022-04-06,regular,BKN,NYK
2021-22,2022-04-06,regular,BOS,CHI
2021-22,2022-04-06,regular,DAL,DET
2021-22,2022-04-06,regular,OKC,UTA
2021-22,2022-04-06,regular,PHX,LAC
2021-22,2022-04-06,regular,WAS,ATL
2021-22,2022-04-07,regular,BOS,MIL
2021-22,2022-04-07,regular,LAL,GSW
2021-22,2022-04-07,regular,MEM,DEN
2021-22,2022-04-07,regular,ORL,CHA
2021-22,2022-04-07,regular,PHI,TOR
2021-22,2022-04-07,regular,POR,NOP
2021-22,2022-04-07,regular,SAS,MIN
2021-22,2022-04-08,regular,ATL,MIA
2021-22,2022-04-08,regular,CHA,CHI
2021-22,2022-04-08,regular,CLE,BKN
2021-22,2022-04-08,regular,HOU,TOR
2021-22,2022-04-08,regular,MIL,DET
2021-22,2022-04-08,regular,NYK,WAS
2021-22,2022-04-08,regular,OKC,LAL
2021-22,2022-04-08,regular,PHX,UTA
2021-22,2022-04-08,regular,POR,DAL
2021-22,2022-04-09,regular,GSW,SAS
2021-22,2022-04-09,regular,IND,PHI
2021-22,2022-04-09,regular,NOP,MEM
2021-22,2022-04-09,regular,SAC,LAC
2021-22,2022-04-10,regular,ATL,HOU
2021-22,2022-04-10,regular,BOS,MEM
2021-22,2022-04-10,regular,CHI,MIN
2021-22,2022-04-10,regular,DET,PHI
2021-22,2022-04-10,regular,GSW,NOP
2021-22,2022-04-10,regular,IND,BKN
2021-22,2022-04-10,regular,LAL,DEN
2021-22,2022-04-10,regular,MIA,ORL
2021-22,2022-04-10,regular,MIL,CLE
2021-22,2022-04-10,regular,OKC,LAC
2021-22,2022-04-10,regular,SAC,PHX
2021-22,2022-04-10,regular,SAS,DAL
2021-22,2022-04-10,regular,TOR,NYK
2021-22,2022-04-10,regular,UTA,POR
2021-22,2022-04-10,regular,WAS,CHA
2021-22,2022-04-12,play_in,CLE,BKN
2021-22,2022-04-12,play_in,LAC,MIN
2021-22,2022-04-13,play_in,CHA,ATL
2021-22,2022-04-13,play_in,SAS,NOP
2021-22,2022-04-15,play_in,ATL,CLE
2021-22,2022-04-15,play_in,NOP,LAC
2021-22,2022-04-16,playoffs,DEN,GSW
2021-22,2022-04-16,playoffs,MIN,MEM
2021-22,2022-04-16,playoffs,TOR,PHI
2021-22,2022-04-16,playoffs,UTA,DAL
2021-22,2022-04-17,playoffs,ATL,MIA
2021-22,2022-04-17,playoffs,BKN,BOS
2021-22,2022-04-17,playoffs,CHI,MIL
2021-22,2022-04-17,playoffs,NOP,PHX
2021-22,2022-04-18,playoffs,DEN,GSW
2021-22,2022-04-18,playoffs,TOR,PHI
2021-22,2022-04-18,playoffs,UTA,DAL
2021-22,2022-04-19,playoffs,ATL,MIA
2021-22,2022-04-19,playoffs,MIN,MEM
2021-22,2022-04-19,playoffs,NOP,PHX
2021-22,2022-04-20,playoffs,BKN,BOS
2021-22,2022-04-20,playoffs,CHI,MIL
2021-22,2022-04-20,playoffs,PHI,TOR
2021-22,2022-04-21,playoffs,DAL,UTA
2021-22,2022-04-21,playoffs,GSW,DEN
2021-22,2022-04-21,playoffs,MEM,MIN
2021-22,2022-04-22,playoffs,MIA,ATL
2021-22,2022-04-22,playoffs,MIL,CHI
2021-22,2022-04-22,playoffs,PHX,NOP
2021-22,2022-04-23,playoffs,BOS,BKN
2021-22,2022-04-23,playoffs,DAL,UTA
2021-22,2022-04-23,playoffs,MEM,MIN
2021-22,2022-04-23,playoffs,PHI,TOR
2021-22,2022-04-24,playoffs,GSW,DEN
2021-22,2022-04-24,playoffs,MIA,ATL
2021-22,2022-04-24,playoffs,MIL,CHI
2021-22,2022-04-24,playoffs,PHX,NOP
2021-22,2022-04-25,playoffs,BOS,BKN
2021-22,2022-04-25,playoffs,TOR,PHI
2021-22,2022-04-25,playoffs,UTA,DAL
2021-22,2022-04-26,playoffs,ATL,MIA
2021-22,2022-04-26,playoffs,MIN,MEM
2021-22,2022-04-26,playoffs,NOP,PHX
2021-22,2022-04-27,playoffs,CHI,MIL
2021-22,2022-04-27,playoffs,DEN,GSW
2021-22,2022-04-28,playoffs,DAL,UTA
2021-22,2022-04-28,playoffs,PHI,TOR
2021-22,2022-04-28,playoffs,PHX,NOP
2021-22,2022-04-29,playoffs,MEM,MIN
2021-22,2022-05-01,playoffs,GSW,MEM
2021-22,2022-05-01,playoffs,MIL,BOS
2021-22,2022-05-02,playoffs,DAL,PHX
2021-22,2022-05-02,playoffs,PHI,MIA
2021-22,2022-05-03,playoffs,GSW,MEM
2021-22,2022-05-03,playoffs,MIL,BOS
2021-22,2022-05-04,playoffs,DAL,PHX
2021-22,2022-05-04,playoffs,PHI,MIA
2021-22,2022-05-06,playoffs,MIA,PHI
2021-22,2022-05-06,playoffs,PHX,DAL
2021-22,2022-05-07,playoffs,BOS,MIL
2021-22,2022-05-07,playoffs,MEM,GSW
2021-22,2022-05-08,playoffs,MIA,PHI
2021-22,2022-05-08,playoffs,PHX,DAL
2021-22,2022-05-09,playoffs,BOS,MIL
2021-22,2022-05-09,playoffs,MEM,GSW
2021-22,2022-05-10,playoffs,DAL,PHX
2021-22,2022-05-10,playoffs,PHI,MIA
2021-22,2022-05-11,playoffs,GSW,MEM
2021-22,2022-05-11,playoffs,MIL,BOS
2021-22,2022-05-12,playoffs,MIA,PHI
2021-22,2022-05-12,playoffs,PHX,DAL
2021-22,2022-05-13,playoffs,BOS,MIL
2021-22,2022-05-13,playoffs,MEM,GSW
2021-22,2022-05-15,playoffs,DAL,PHX
2021-22,2022-05-15,playoffs,MIL,BOS
2021-22,2022-05-17,playoffs,BOS,MIA
2021-22,2022-05-18,playoffs,DAL,GSW
2021-22,2022-05-19,playoffs,BOS,MIA
2021-22,2022-05-20,playoffs,DAL,GSW
2021-22,2022-05-21,playoffs,MIA,BOS
2021-22,2022-05-22,playoffs,GSW,DAL
2021-22,2022-05-23,playoffs,MIA,BOS
2021-22,2022-05-24,playoffs,GSW,DAL
2021-22,2022-05-25,playoffs,BOS,MIA
2021-22,2022-05-26,playoffs,DAL,GSW
2021-22,2022-05-27,playoffs,MIA,BOS
2021-22,2022-05-29,playoffs,BOS,MIA
2021-22,2022-06-02,playoffs,BOS,GSW
2021-22,2022-06-05,playoffs,BOS,GSW
2021-22,2022-06-08,playoffs,GSW,BOS
2021-22,2022-06-10,playoffs,GSW,BOS
2021-22,2022-06-13,playoffs,BOS,GSW
2021-22,2022-06-16,playoffs,GSW,BOS
2022-23,2022-09-30,preseason,GSW,WAS
2022-23,2022-10-01,preseason,MEM,MIL
2022-23,2022-10-02,preseason,CHA,BOS
2022-23,2022-10-02,preseason,SAS,HOU
2022-23,2022-10-02,preseason,UTA,TOR
2022-23,2022-10-02,preseason,WAS,GSW
2022-23,2022-10-03,preseason,OKC,DEN
2022-23,2022-10-03,preseason,ORL,MEM
2022-23,2022-10-03,preseason,PHI,BKN
2022-23,2022-10-03,preseason,POR,LAC
2022-23,2022-10-03,preseason,SAC,LAL
2022-23,2022-10-04,preseason,DET,NYK
2022-23,2022-10-04,preseason,MIN,MIA
2022-23,2022-10-04,preseason,NOP,CHI
2022-23,2022-10-04,preseason,UTA,POR
2022-23,2022-10-05,preseason,CLE,PHI
2022-23,2022-10-05,preseason,DAL,OKC
2022-23,2022-10-05,preseason,IND,CHA
2022-23,2022-10-05,preseason,PHX,LAL
2022-23,2022-10-05,preseason,TOR,BOS
2022-23,2022-10-06,preseason,MIA,BKN
2022-23,2022-10-06,preseason,MIL,ATL
2022-23,2022-10-06,preseason,MIN,LAL
2022-23,2022-10-06,preseason,ORL,SAS
2022-23,2022-10-07,preseason,BOS,CHA
2022-23,2022-10-07,preseason,DEN,CHI
2022-23,2022-10-07,preseason,DET,NOP
2022-23,2022-10-07,preseason,IND,NYK
2022-23,2022-10-07,preseason,MIA,MEM
2022-23,2022-10-07,preseason,ORL,DAL
2022-23,2022-10-07,preseason,TOR,HOU
2022-23,2022-10-08,preseason,ATL,MIL
2022-23,2022-10-09,preseason,CHI,TOR
2022-23,2022-10-09,preseason,LAL,GSW
2022-23,2022-10-09,preseason,MIN,LAC
2022-23,2022-10-09,preseason,NOP,SAS
2022-23,2022-10-09,preseason,POR,SAC
2022-23,2022-10-10,preseason,HOU,MIA
2022-23,2022-10-10,preseason,PHI,CLE
2022-23,2022-10-10,preseason,PHX,DEN
2022-23,2022-10-10,preseason,WAS,CHA
2022-23,2022-10-11,preseason,MEM,ORL
2022-23,2022-10-11,preseason,MIL,CHI
2022-23,2022-10-11,preseason,OKC,DET
2022-23,2022-10-11,preseason,POR,GSW
2022-23,2022-10-11,preseason,SAS,UTA
2022-23,2022-10-12,preseason,ATL,CLE
2022-23,2022-10-12,preseason,BKN,MIL
2022-23,2022-10-12,preseason,CHA,PHI
2022-23,2022-10-12,preseason,DEN,LAC
2022-23,2022-10-12,preseason,MIN,LAL
2022-23,2022-10-12,preseason,NOP,MIA
2022-23,2022-10-12,preseason,NYK,IND
2022-23,2022-10-12,preseason,SAC,PHX
2022-23,2022-10-13,preseason,MEM,DET
2022-23,2022-10-13,preseason,OKC,SAS
2022-23,2022-10-14,preseason,ATL,NOP
2022-23,2022-10-14,preseason,BKN,MIN
2022-23,2022-10-14,preseason,BOS,TOR
2022-23,2022-10-14,preseason,CLE,ORL
2022-23,2022-10-14,preseason,DAL,UTA
2022-23,2022-10-14,preseason,DEN,GSW
2022-23,2022-10-14,preseason,HOU,IND
2022-23,2022-10-14,preseason,LAL,SAC
2022-23,2022-10-14,preseason,WAS,NYK
2022-23,2022-10-18,regular,LAL,GSW
2022-23,2022-10-18,regular,PHI,BOS
2022-23,2022-10-19,regular,CHA,SAS
2022-23,2022-10-19,regular,CHI,MIA
2022-23,2022-10-19,regular,CLE,TOR
2022-23,2022-10-19,regular,DAL,PHX
2022-23,2022-10-19,regular,DEN,UTA
2022-23,2022-10-19,regular,HOU,ATL
2022-23,2022-10-19,regular,NOP,BKN
2022-23,2022-10-19,regular,NYK,MEM
2022-23,2022-10-19,regular,OKC,MIN
2022-23,2022-10-19,regular,ORL,DET
2022-23,2022-10-19,regular,POR,SAC
