season,game_date,season_type,away_team,home_team,matchup
2020-21,2021-03-23,regular,Washington Wizards,New York Knicks,WAS@NYK
2020-21,2021-03-24,regular,Atlanta Hawks,Sacramento Kings,ATL@SAC
2020-21,2021-03-24,regular,Brooklyn Nets,Utah Jazz,BKN@UTA
2020-21,2021-03-24,regular,Boston Celtics,Milwaukee Bucks,BOS@MIL
2020-21,2021-03-24,regular,Charlotte Hornets,Houston Rockets,CHA@HOU
2020-21,2021-03-24,regular,Cleveland Cavaliers,Chicago Bulls,CLE@CHI
2020-21,2021-03-24,regular,Dallas Mavericks,Minnesota Timberwolves,DAL@MIN
2020-21,2021-03-24,regular,Denver Nuggets,Toronto Raptors,DEN@TOR
2020-21,2021-03-24,regular,Detroit Pistons,Indiana Pacers,DET@IND
2020-21,2021-03-24,regular,LA Clippers,San Antonio Spurs,LAC@SAS
2020-21,2021-03-24,regular,Memphis Grizzlies,Oklahoma City Thunder,MEM@OKC
2020-21,2021-03-24,regular,Phoenix Suns,Orlando Magic,PHX@ORL
2020-21,2021-03-25,regular,Golden State Warriors,Sacramento Kings,GSW@SAC
2020-21,2021-03-25,regular,LA Clippers,San Antonio Spurs,LAC@SAS
2020-21,2021-03-25,regular,Philadelphia 76ers,Los Angeles Lakers,PHI@LAL
2020-21,2021-03-25,regular,Portland Trail Blazers,Miami Heat,POR@MIA
2020-21,2021-03-25,regular,Washington Wizards,New York Knicks,WAS@NYK
2020-21,2021-03-26,regular,Atlanta Hawks,Golden State Warriors,ATL@GSW
2020-21,2021-03-26,regular,Brooklyn Nets,Detroit Pistons,BKN@DET
2020-21,2021-03-26,regular,Boston Celtics,Milwaukee Bucks,BOS@MIL
2020-21,2021-03-26,regular,Cleveland Cavaliers,Los Angeles Lakers,CLE@LAL
2020-21,2021-03-26,regular,Denver Nuggets,New Orleans Pelicans,DEN@NOP
2020-21,2021-03-26,regular,Houston Rockets,Minnesota Timberwolves,HOU@MIN
2020-21,2021-03-26,regular,Indiana Pacers,Dallas Mavericks,IND@DAL
2020-21,2021-03-26,regular,Memphis Grizzlies,Utah Jazz,MEM@UTA
2020-21,2021-03-26,regular,Miami Heat,Charlotte Hornets,MIA@CHA
2020-21,2021-03-26,regular,Phoenix Suns,Toronto Raptors,PHX@TOR
2020-21,2021-03-26,regular,Portland Trail Blazers,Orlando Magic,POR@ORL
2020-21,2021-03-27,regular,Boston Celtics,Oklahoma City Thunder,BOS@OKC
