season,game_date,season_type,away_team,home_team,matchup
2022-23,2022-11-09,regular,Memphis Grizzlies,San Antonio Spurs,MEM@SAS
2022-23,2022-11-09,regular,Milwaukee Bucks,Oklahoma City Thunder,MIL@OKC
2022-23,2022-11-09,regular,New Orleans Pelicans,Chicago Bulls,NOP@CHI
2022-23,2022-11-09,regular,New York Knicks,Brooklyn Nets,NYK@BKN
2022-23,2022-11-09,regular,Phoenix Suns,Minnesota Timberwolves,PHX@MIN
2022-23,2022-11-09,regular,Portland Trail Blazers,Charlotte Hornets,POR@CHA
2022-23,2022-11-09,regular,Utah Jazz,Atlanta Hawks,UTA@ATL
2022-23,2022-11-10,regular,Charlotte Hornets,Miami Heat,CHA@MIA
2022-23,2022-11-10,regular,Dallas Mavericks,Washington Wizards,DAL@WAS
2022-23,2022-11-10,regular,Philadelphia 76ers,Atlanta Hawks,PHI@ATL
2022-23,2022-11-10,regular,Portland Trail Blazers,New Orleans Pelicans,POR@NOP
2022-23,2022-11-11,regular,Cleveland Cavaliers,Golden State Warriors,CLE@GSW
2022-23,2022-11-11,regular,Denver Nuggets,Boston Celtics,DEN@BOS
2022-23,2022-11-11,regular,Detroit Pistons,New York Knicks,DET@NYK
2022-23,2022-11-11,regular,Milwaukee Bucks,San Antonio Spurs,MIL@SAS
2022-23,2022-11-11,regular,Minnesota Timberwolves,Memphis Grizzlies,MIN@MEM
2022-23,2022-11-11,regular,Phoenix Suns,Orlando Magic,PHX@ORL
2022-23,2022-11-11,regular,Sacramento Kings,Los Angeles Lakers,SAC@LAL
2022-23,2022-11-11,regular,Toronto Raptors,Oklahoma City Thunder,TOR@OKC
2022-23,2022-11-12,regular,Atlanta Hawks,Philadelphia 76ers,ATL@PHI
2022-23,2022-11-12,regular,Brooklyn Nets,LA Clippers,BKN@LAC
2022-23,2022-11-12,regular,Boston Celtics,Detroit Pistons,BOS@DET
2022-23,2022-11-12,regular,Charlotte Hornets,Miami Heat,CHA@MIA
2022-23,2022-11-12,regular,Houston Rockets,New Orleans Pelicans,HOU@NOP
2022-23,2022-11-12,regular,Portland Trail Blazers,Dallas Mavericks,POR@DAL
2022-23,2022-11-12,regular,Toronto Raptors,Indiana Pacers,TOR@IND
2022-23,2022-11-12,regular,Utah Jazz,Washington Wizards,UTA@WAS
2022-23,2022-11-13,regular,Brooklyn Nets,Los Angeles Lakers,BKN@LAL
2022-23,2022-11-13,regular,Denver Nuggets,Chicago Bulls,DEN@CHI
2022-23,2022-11-13,regular,Golden State Warriors,Sacramento Kings,GSW@SAC
2022-23,2022-11-13,regular,Memphis Grizzlies,Washington Wizards,MEM@WAS
2022-23,2022-11-13,regular,Minnesota Timberwolves,Cleveland Cavaliers,MIN@CLE
2022-23,2022-11-13,regular,Oklahoma City Thunder,New York Knicks,OKC@NYK
2022-23,2022-11-13,regular,Utah Jazz,Philadelphia 76ers,UTA@PHI
2022-23,2022-11-14,regular,Atlanta Hawks,Milwaukee Bucks,ATL@MIL
2022-23,2022-11-14,regular,Charlotte Hornets,Orlando Magic,CHA@ORL
2022-23,2022-11-14,regular,LA Clippers,Houston Rockets,LAC@HOU
2022-23,2022-11-14,regular,Oklahoma City Thunder,Boston Celtics,OKC@BOS
2022-23,2022-11-14,regular,Phoenix Suns,Miami Heat,PHX@MIA
2022-23,2022-11-14,regular,San Antonio Spurs,Golden State Warriors,SAS@GSW
2022-23,2022-11-14,regular,Toronto Raptors,Detroit Pistons,TOR@DET
2022-23,2022-11-15,regular,Brooklyn Nets,Sacramento Kings,BKN@SAC
2022-23,2022-11-15,regular,LA Clippers,Dallas Mavericks,LAC@DAL
2022-23,2022-11-15,regular,Memphis Grizzlies,New Orleans Pelicans,MEM@NOP
2022-23,2022-11-15,regular,New York Knicks,Utah Jazz,NYK@UTA
2022-23,2022-11-15,regular,San Antonio Spurs,Portland Trail Blazers,SAS@POR
2022-23,2022-11-16,regular,Boston Celtics,Atlanta Hawks,BOS@ATL
2022-23,2022-11-16,regular,Chicago Bulls,New Orleans Pelicans,CHI@NOP
2022-23,2022-11-16,regular,Cleveland Cavaliers,Milwaukee Bucks,CLE@MIL
2022-23,2022-11-16,regular,Golden State Warriors,Phoenix Suns,GSW@PHX
2022-23,2022-11-16,regular,Houston Rockets,Dallas Mavericks,HOU@DAL
2022-23,2022-11-16,regular,Indiana Pacers,Charlotte Hornets,IND@CHA
2022-23,2022-11-16,regular,Miami Heat,Toronto Raptors,MIA@TOR
2022-23,2022-11-16,regular,Minnesota Timberwolves,Orlando Magic,MIN@ORL
2022-23,2022-11-16,regular,New York Knicks,Denver Nuggets,NYK@DEN
2022-23,2022-11-16,regular,Oklahoma City Thunder,Washington Wizards,OKC@WAS
2022-23,2022-11-17,regular,Brooklyn Nets,Portland Trail Blazers,BKN@POR
2022-23,2022-11-17,regular,Detroit Pistons,LA Clippers,DET@LAC
2022-23,2022-11-17,regular,San Antonio Spurs,Sacramento Kings,SAS@SAC
2022-23,2022-11-18,regular,Boston Celtics,New Orleans Pelicans,BOS@NOP
2022-23,2022-11-18,regular,Charlotte Hornets,Cleveland Cavaliers,CHA@CLE
2022-23,2022-11-18,regular,Denver Nuggets,Dallas Mavericks,DEN@DAL
2022-23,2022-11-18,regular,Detroit Pistons,Los Angeles Lakers,DET@LAL
2022-23,2022-11-18,regular,Indiana Pacers,Houston Rockets,IND@HOU
2022-23,2022-11-18,regular,Miami Heat,Washington Wizards,MIA@WAS
2022-23,2022-11-18,regular,Milwaukee Bucks,Philadelphia 76ers,MIL@PHI
2022-23,2022-11-18,regular,New York Knicks,Golden State Warriors,NYK@GSW
2022-23,2022-11-18,regular,Oklahoma City Thunder,Memphis Grizzlies,OKC@MEM
2022-23,2022-11-18,regular,Orlando Magic,Chicago Bulls,ORL@CHI
2022-23,2022-11-18,regular,Phoenix Suns,Utah Jazz,PHX@UTA
2022-23,2022-11-19,regular,Minnesota Timberwolves,Philadelphia 76ers,MIN@PHI
2022-23,2022-11-19,regular,Orlando Magic,Indiana Pacers,ORL@IND
2022-23,2022-11-19,regular,San Antonio Spurs,LA Clippers,SAS@LAC
2022-23,2022-11-19,regular,Toronto Raptors,Atlanta Hawks,TOR@ATL
2022-23,2022-11-19,regular,Utah Jazz,Portland Trail Blazers,UTA@POR
2022-23,2022-11-20,regular,Charlotte Hornets,Washington Wizards,CHA@WAS
2022-23,2022-11-20,regular,Denver Nuggets,Dallas Mavericks,DEN@DAL
2022-23,2022-11-20,regular,Detroit Pistons,Sacramento Kings,DET@SAC
2022-23,2022-11-20,regular,Golden State Warriors,Houston Rockets,GSW@HOU
2022-23,2022-11-20,regular,Memphis Grizzlies,Brooklyn Nets,MEM@BKN
2022-23,2022-11-20,regular,Miami Heat,Cleveland Cavaliers,MIA@CLE
2022-23,2022-11-20,regular,New York Knicks,Phoenix Suns,NYK@PHX
2022-23,2022-11-20,regular,San Antonio Spurs,Los Angeles Lakers,SAS@LAL
2022-23,2022-11-21,regular,Atlanta Hawks,Cleveland Cavaliers,ATL@CLE
2022-23,2022-11-21,regular,Boston Celtics,Chicago Bulls,BOS@CHI
2022-23,2022-11-21,regular,Golden State Warriors,New Orleans Pelicans,GSW@NOP
2022-23,2022-11-21,regular,Miami Heat,Minnesota Timberwolves,MIA@MIN
2022-23,2022-11-21,regular,New York Knicks,Oklahoma City Thunder,NYK@OKC
2022-23,2022-11-21,regular,Orlando Magic,Indiana Pacers,ORL@IND
2022-23,2022-11-21,regular,Portland Trail Blazers,Milwaukee Bucks,POR@MIL
2022-23,2022-11-21,regular,Utah Jazz,LA Clippers,UTA@LAC
2022-23,2022-11-22,regular,Brooklyn Nets,Philadelphia 76ers,BKN@PHI
2022-23,2022-11-22,regular,Detroit Pistons,Denver Nuggets,DET@DEN
2022-23,2022-11-22,regular,Los Angeles Lakers,Phoenix Suns,LAL@PHX
2022-23,2022-11-22,regular,Sacramento Kings,Memphis Grizzlies,SAC@MEM
2022-23,2022-11-23,regular,Brooklyn Nets,Toronto Raptors,BKN@TOR
2022-23,2022-11-23,regular,Chicago Bulls,Milwaukee Bucks,CHI@MIL
2022-23,2022-11-23,regular,Dallas Mavericks,Boston Celtics,DAL@BOS
2022-23,2022-11-23,regular,Denver Nuggets,Oklahoma City Thunder,DEN@OKC
2022-23,2022-11-23,regular,Detroit Pistons,Utah Jazz,DET@UTA
2022-23,2022-11-23,regular,LA Clippers,Golden State Warriors,LAC@GSW
2022-23,2022-11-23,regular,Minnesota Timberwolves,Indiana Pacers,MIN@IND
2022-23,2022-11-23,regular,New Orleans Pelicans,San Antonio Spurs,NOP@SAS
2022-23,2022-11-23,regular,Philadelphia 76ers,Charlotte Hornets,PHI@CHA
2022-23,2022-11-23,regular,Portland Trail Blazers,Cleveland Cavaliers,POR@CLE
2022-23,2022-11-23,regular,Sacramento Kings,Atlanta Hawks,SAC@ATL
2022-23,2022-11-23,regular,Washington Wizards,Miami Heat,WAS@MIA
2022-23,2022-11-25,regular,Atlanta Hawks,Houston Rockets,ATL@HOU
2022-23,2022-11-25,regular,Brooklyn Nets,Indiana Pacers,BKN@IND
2022-23,2022-11-25,regular,Chicago Bulls,Oklahoma City Thunder,CHI@OKC
2022-23,2022-11-25,regular,Cleveland Cavaliers,Milwaukee Bucks,CLE@MIL
2022-23,2022-11-25,regular,Denver Nuggets,LA Clippers,DEN@LAC
2022-23,2022-11-25,regular,Detroit Pistons,Phoenix Suns,DET@PHX
2022-23,2022-11-25,regular,Los Angeles Lakers,San Antonio Spurs,LAL@SAS
2022-23,2022-11-25,regular,Minnesota Timberwolves,Charlotte Hornets,MIN@CHA
2022-23,2022-11-25,regular,New Orleans Pelicans,Memphis Grizzlies,NOP@MEM
2022-23,2022-11-25,regular,Philadelphia 76ers,Orlando Magic,PHI@ORL
2022-23,2022-11-25,regular,Portland Trail Blazers,New York Knicks,POR@NYK
2022-23,2022-11-25,regular,Sacramento Kings,Boston Celtics,SAC@BOS
2022-23,2022-11-25,regular,Utah Jazz,Golden State Warriors,UTA@GSW
2022-23,2022-11-25,regular,Washington Wizards,Miami Heat,WAS@MIA
2022-23,2022-11-26,regular,Dallas Mavericks,Toronto Raptors,DAL@TOR
2022-23,2022-11-26,regular,Los Angeles Lakers,San Antonio Spurs,LAL@SAS
2022-23,2022-11-26,regular,Oklahoma City Thunder,Houston Rockets,OKC@HOU
2022-23,2022-11-26,regular,Utah Jazz,Phoenix Suns,UTA@PHX
2022-23,2022-11-27,regular,Cleveland Cavaliers,Detroit Pistons,CLE@DET
2022-23,2022-11-27,regular,Dallas Mavericks,Milwaukee Bucks,DAL@MIL
2022-23,2022-11-27,regular,Golden State Warriors,Minnesota Timberwolves,GSW@MIN
2022-23,2022-11-27,regular,Indiana Pacers,LA Clippers,IND@LAC
2022-23,2022-11-27,regular,Memphis Grizzlies,New York Knicks,MEM@NYK
2022-23,2022-11-27,regular,Miami Heat,Atlanta Hawks,MIA@ATL
2022-23,2022-11-27,regular,Philadelphia 76ers,Orlando Magic,PHI@ORL
2022-23,2022-11-27,regular,Portland Trail Blazers,Brooklyn Nets,POR@BKN
2022-23,2022-11-27,regular,Washington Wizards,Boston Celtics,WAS@BOS
2022-23,2022-11-28,regular,Atlanta Hawks,Philadelphia 76ers,ATL@PHI
2022-23,2022-11-28,regular,Charlotte Hornets,Boston Celtics,CHA@BOS
2022-23,2022-11-28,regular,Chicago Bulls,Utah Jazz,CHI@UTA
2022-23,2022-11-28,regular,Cleveland Cavaliers,Toronto Raptors,CLE@TOR
2022-23,2022-11-28,regular,Houston Rockets,Denver Nuggets,HOU@DEN
2022-23,2022-11-28,regular,Indiana Pacers,Los Angeles Lakers,IND@LAL
2022-23,2022-11-28,regular,Minnesota Timberwolves,Washington Wizards,MIN@WAS
2022-23,2022-11-28,regular,Oklahoma City Thunder,New Orleans Pelicans,OKC@NOP
2022-23,2022-11-28,regular,Orlando Magic,Brooklyn Nets,ORL@BKN
2022-23,2022-11-28,regular,Phoenix Suns,Sacramento Kings,PHX@SAC
2022-23,2022-11-29,regular,Golden State Warriors,Dallas Mavericks,GSW@DAL
2022-23,2022-11-29,regular,LA Clippers,Portland Trail Blazers,LAC@POR
2022-23,2022-11-29,regular,New York Knicks,Detroit Pistons,NYK@DET
2022-23,2022-11-30,regular,Atlanta Hawks,Orlando Magic,ATL@ORL
2022-23,2022-11-30,regular,Chicago Bulls,Phoenix Suns,CHI@PHX
2022-23,2022-11-30,regular,Houston Rockets,Denver Nuggets,HOU@DEN
2022-23,2022-11-30,regular,Indiana Pacers,Sacramento Kings,IND@SAC
2022-23,2022-11-30,regular,LA Clippers,Utah Jazz,LAC@UTA
2022-23,2022-11-30,regular,Memphis Grizzlies,Minnesota Timberwolves,MEM@MIN
2022-23,2022-11-30,regular,Miami Heat,Boston Celtics,MIA@BOS
2022-23,2022-11-30,regular,Milwaukee Bucks,New York Knicks,MIL@NYK
2022-23,2022-11-30,regular,Philadelphia 76ers,Cleveland Cavaliers,PHI@CLE
2022-23,2022-11-30,regular,Portland Trail Blazers,Los Angeles Lakers,POR@LAL
2022-23,2022-11-30,regular,San Antonio Spurs,Oklahoma City Thunder,SAS@OKC
2022-23,2022-11-30,regular,Toronto Raptors,New Orleans Pelicans,TOR@NOP
2022-23,2022-11-30,regular,Washington Wizards,Brooklyn Nets,WAS@BKN
2022-23,2022-12-01,regular,Dallas Mavericks,Detroit Pistons,DAL@DET
2022-23,2022-12-02,regular,Chicago Bulls,Golden State Warriors,CHI@GSW
2022-23,2022-12-02,regular,Denver Nuggets,Atlanta Hawks,DEN@ATL
2022-23,2022-12-02,regular,Houston Rockets,Phoenix Suns,HOU@PHX
2022-23,2022-12-02,regular,Indiana Pacers,Utah Jazz,IND@UTA
2022-23,2022-12-02,regular,Los Angeles Lakers,Milwaukee Bucks,LAL@MIL
2022-23,2022-12-02,regular,Miami Heat,Boston Celtics,MIA@BOS
2022-23,2022-12-02,regular,New Orleans Pelicans,San Antonio Spurs,NOP@SAS
2022-23,2022-12-02,regular,Orlando Magic,Cleveland Cavaliers,ORL@CLE
2022-23,2022-12-02,regular,Philadelphia 76ers,Memphis Grizzlies,PHI@MEM
2022-23,2022-12-02,regular,Toronto Raptors,Brooklyn Nets,TOR@BKN
2022-23,2022-12-02,regular,Washington Wizards,Charlotte Hornets,WAS@CHA
2022-23,2022-12-03,regular,Dallas Mavericks,New York Knicks,DAL@NYK
2022-23,2022-12-03,regular,Houston Rockets,Golden State Warriors,HOU@GSW
2022-23,2022-12-03,regular,Milwaukee Bucks,Charlotte Hornets,MIL@CHA
2022-23,2022-12-03,regular,Oklahoma City Thunder,Minnesota Timberwolves,OKC@MIN
2022-23,2022-12-03,regular,Orlando Magic,Toronto Raptors,ORL@TOR
2022-23,2022-12-03,regular,Portland Trail Blazers,Utah Jazz,POR@UTA
2022-23,2022-12-03,regular,Sacramento Kings,LA Clippers,SAC@LAC
2022-23,2022-12-04,regular,Boston Celtics,Brooklyn Nets,BOS@BKN
2022-23,2022-12-04,regular,Chicago Bulls,Sacramento Kings,CHI@SAC
2022-23,2022-12-04,regular,Cleveland Cavaliers,New York Knicks,CLE@NYK
2022-23,2022-12-04,regular,Denver Nuggets,New Orleans Pelicans,DEN@NOP
2022-23,2022-12-04,regular,Indiana Pacers,Portland Trail Blazers,IND@POR
2022-23,2022-12-04,regular,Los Angeles Lakers,Washington Wizards,LAL@WAS
2022-23,2022-12-04,regular,Memphis Grizzlies,Detroit Pistons,MEM@DET
2022-23,2022-12-04,regular,Phoenix Suns,San Antonio Spurs,PHX@SAS
2022-23,2022-12-05,regular,Boston Celtics,Toronto Raptors,BOS@TOR
2022-23,2022-12-05,regular,Indiana Pacers,Golden State Warriors,IND@GSW
2022-23,2022-12-05,regular,LA Clippers,Charlotte Hornets,LAC@CHA
2022-23,2022-12-05,regular,Miami Heat,Memphis Grizzlies,MIA@MEM
2022-23,2022-12-05,regular,Milwaukee Bucks,Orlando Magic,MIL@ORL
2022-23,2022-12-05,regular,Oklahoma City Thunder,Atlanta Hawks,OKC@ATL
2022-23,2022-12-05,regular,Philadelphia 76ers,Houston Rockets,PHI@HOU
2022-23,2022-12-05,regular,Phoenix Suns,Dallas Mavericks,PHX@DAL
2022-23,2022-12-06,regular,Dallas Mavericks,Denver Nuggets,DAL@DEN
2022-23,2022-12-06,regular,Detroit Pistons,Miami Heat,DET@MIA
2022-23,2022-12-06,regular,Los Angeles Lakers,Cleveland Cavaliers,LAL@CLE
2022-23,2022-12-07,regular,Atlanta Hawks,New York Knicks,ATL@NYK
2022-23,2022-12-07,regular,Boston Celtics,Phoenix Suns,BOS@PHX
2022-23,2022-12-07,regular,Charlotte Hornets,Brooklyn Nets,CHA@BKN
2022-23,2022-12-07,regular,Detroit Pistons,New Orleans Pelicans,DET@NOP
2022-23,2022-12-07,regular,Golden State Warriors,Utah Jazz,GSW@UTA
2022-23,2022-12-07,regular,Indiana Pacers,Minnesota Timberwolves,IND@MIN
2022-23,2022-12-07,regular,LA Clippers,Orlando Magic,LAC@ORL
2022-23,2022-12-07,regular,Los Angeles Lakers,Toronto Raptors,LAL@TOR
2022-23,2022-12-07,regular,Oklahoma City Thunder,Memphis Grizzlies,OKC@MEM
2022-23,2022-12-07,regular,Sacramento Kings,Milwaukee Bucks,SAC@MIL
2022-23,2022-12-07,regular,Washington Wizards,Chicago Bulls,WAS@CHI
2022-23,2022-12-08,regular,Denver Nuggets,Portland Trail Blazers,DEN@POR
2022-23,2022-12-08,regular,Houston Rockets,San Antonio Spurs,HOU@SAS
2022-23,2022-12-08,regular,LA Clippers,Miami Heat,LAC@MIA
2022-23,2022-12-09,regular,Atlanta Hawks,Brooklyn Nets,ATL@BKN
2022-23,2022-12-09,regular,Detroit Pistons,Memphis Grizzlies,DET@MEM
2022-23,2022-12-09,regular,Los Angeles Lakers,Philadelphia 76ers,LAL@PHI
2022-23,2022-12-09,regular,Milwaukee Bucks,Dallas Mavericks,MIL@DAL
2022-23,2022-12-09,regular,Minnesota Timberwolves,Utah Jazz,MIN@UTA
2022-23,2022-12-09,regular,New York Knicks,Charlotte Hornets,NYK@CHA
2022-23,2022-12-09,regular,Phoenix Suns,New Orleans Pelicans,PHX@NOP
2022-23,2022-12-09,regular,Sacramento Kings,Cleveland Cavaliers,SAC@CLE
2022-23,2022-12-09,regular,Toronto Raptors,Orlando Magic,TOR@ORL
2022-23,2022-12-09,regular,Washington Wizards,Indiana Pacers,WAS@IND
2022-23,2022-12-10,regular,Brooklyn Nets,Indiana Pacers,BKN@IND
2022-23,2022-12-10,regular,Boston Celtics,Golden State Warriors,BOS@GSW
2022-23,2022-12-10,regular,Dallas Mavericks,Chicago Bulls,DAL@CHI
2022-23,2022-12-10,regular,LA Clippers,Washington Wizards,LAC@WAS
2022-23,2022-12-10,regular,Minnesota Timberwolves,Portland Trail Blazers,MIN@POR
2022-23,2022-12-10,regular,Oklahoma City Thunder,Cleveland Cavaliers,OKC@CLE
2022-23,2022-12-10,regular,San Antonio Spurs,Miami Heat,SAS@MIA
2022-23,2022-12-10,regular,Utah Jazz,Denver Nuggets,UTA@DEN
2022-23,2022-12-11,regular,Charlotte Hornets,Philadelphia 76ers,CHA@PHI
2022-23,2022-12-11,regular,Chicago Bulls,Atlanta Hawks,CHI@ATL
2022-23,2022-12-11,regular,Los Angeles Lakers,Detroit Pistons,LAL@DET
2022-23,2022-12-11,regular,Milwaukee Bucks,Houston Rockets,MIL@HOU
2022-23,2022-12-11,regular,Phoenix Suns,New Orleans Pelicans,PHX@NOP
2022-23,2022-12-11,regular,Sacramento Kings,New York Knicks,SAC@NYK
2022-23,2022-12-11,regular,Toronto Raptors,Orlando Magic,TOR@ORL
2022-23,2022-12-12,regular,Atlanta Hawks,Memphis Grizzlies,ATL@MEM
2022-23,2022-12-12,regular,Brooklyn Nets,Washington Wizards,BKN@WAS
2022-23,2022-12-12,regular,Boston Celtics,LA Clippers,BOS@LAC
2022-23,2022-12-12,regular,Cleveland Cavaliers,San Antonio Spurs,CLE@SAS
2022-23,2022-12-12,regular,Miami Heat,Indiana Pacers,MIA@IND
2022-23,2022-12-12,regular,Minnesota Timberwolves,Portland Trail Blazers,MIN@POR
2022-23,2022-12-12,regular,Oklahoma City Thunder,Dallas Mavericks,OKC@DAL
2022-23,2022-12-13,regular,Boston Celtics,Los Angeles Lakers,BOS@LAL
2022-23,2022-12-13,regular,Golden State Warriors,Milwaukee Bucks,GSW@MIL
2022-23,2022-12-13,regular,New Orleans Pelicans,Utah Jazz,NOP@UTA
2022-23,2022-12-13,regular,Phoenix Suns,Houston Rockets,PHX@HOU
2022-23,2022-12-13,regular,Sacramento Kings,Philadelphia 76ers,SAC@PHI
2022-23,2022-12-14,regular,Atlanta Hawks,Orlando Magic,ATL@ORL
2022-23,2022-12-14,regular,Cleveland Cavaliers,Dallas Mavericks,CLE@DAL
2022-23,2022-12-14,regular,Detroit Pistons,Charlotte Hornets,DET@CHA
2022-23,2022-12-14,regular,Golden State Warriors,Indiana Pacers,GSW@IND
2022-23,2022-12-14,regular,Miami Heat,Oklahoma City Thunder,MIA@OKC
2022-23,2022-12-14,regular,Minnesota Timberwolves,LA Clippers,MIN@LAC
2022-23,2022-12-14,regular,New York Knicks,Chicago Bulls,NYK@CHI
2022-23,2022-12-14,regular,Portland Trail Blazers,San Antonio Spurs,POR@SAS
2022-23,2022-12-14,regular,Sacramento Kings,Toronto Raptors,SAC@TOR
2022-23,2022-12-14,regular,Washington Wizards,Denver Nuggets,WAS@DEN
2022-23,2022-12-15,regular,Miami Heat,Houston Rockets,MIA@HOU
2022-23,2022-12-15,regular,Milwaukee Bucks,Memphis Grizzlies,MIL@MEM
2022-23,2022-12-15,regular,New Orleans Pelicans,Utah Jazz,NOP@UTA
2022-23,2022-12-15,regular,Phoenix Suns,LA Clippers,PHX@LAC
2022-23,2022-12-16,regular,Atlanta Hawks,Charlotte Hornets,ATL@CHA
2022-23,2022-12-16,regular,Brooklyn Nets,Toronto Raptors,BKN@TOR
2022-23,2022-12-16,regular,Denver Nuggets,Los Angeles Lakers,DEN@LAL
2022-23,2022-12-16,regular,Golden State Warriors,Philadelphia 76ers,GSW@PHI
2022-23,2022-12-16,regular,Indiana Pacers,Cleveland Cavaliers,IND@CLE
2022-23,2022-12-16,regular,Minnesota Timberwolves,Oklahoma City Thunder,MIN@OKC
2022-23,2022-12-16,regular,New York Knicks,Chicago Bulls,NYK@CHI
2022-23,2022-12-16,regular,Orlando Magic,Boston Celtics,ORL@BOS
2022-23,2022-12-16,regular,Portland Trail Blazers,Dallas Mavericks,POR@DAL
2022-23,2022-12-16,regular,Sacramento Kings,Detroit Pistons,SAC@DET
2022-23,2022-12-17,regular,Dallas Mavericks,Cleveland Cavaliers,DAL@CLE
2022-23,2022-12-17,regular,Memphis Grizzlies,Oklahoma City Thunder,MEM@OKC
2022-23,2022-12-17,regular,Miami Heat,San Antonio Spurs,MIA@SAS
2022-23,2022-12-17,regular,New Orleans Pelicans,Phoenix Suns,NOP@PHX
2022-23,2022-12-17,regular,Portland Trail Blazers,Houston Rockets,POR@HOU
2022-23,2022-12-17,regular,Utah Jazz,Milwaukee Bucks,UTA@MIL
2022-23,2022-12-17,regular,Washington Wizards,LA Clippers,WAS@LAC
2022-23,2022-12-18,regular,Brooklyn Nets,Detroit Pistons,BKN@DET
2022-23,2022-12-18,regular,Charlotte Hornets,Denver Nuggets,CHA@DEN
2022-23,2022-12-18,regular,Chicago Bulls,Minnesota Timberwolves,CHI@MIN
2022-23,2022-12-18,regular,Golden State Warriors,Toronto Raptors,GSW@TOR
2022-23,2022-12-18,regular,New York Knicks,Indiana Pacers,NYK@IND
2022-23,2022-12-18,regular,Orlando Magic,Boston Celtics,ORL@BOS
2022-23,2022-12-18,regular,Washington Wizards,Los Angeles Lakers,WAS@LAL
2022-23,2022-12-19,regular,Charlotte Hornets,Sacramento Kings,CHA@SAC
2022-23,2022-12-19,regular,Dallas Mavericks,Minnesota Timberwolves,DAL@MIN
2022-23,2022-12-19,regular,Los Angeles Lakers,Phoenix Suns,LAL@PHX
2022-23,2022-12-19,regular,Milwaukee Bucks,New Orleans Pelicans,MIL@NOP
2022-23,2022-12-19,regular,Orlando Magic,Atlanta Hawks,ORL@ATL
2022-23,2022-12-19,regular,Portland Trail Blazers,Oklahoma City Thunder,POR@OKC
2022-23,2022-12-19,regular,San Antonio Spurs,Houston Rockets,SAS@HOU
2022-23,2022-12-19,regular,Toronto Raptors,Philadelphia 76ers,TOR@PHI
2022-23,2022-12-19,regular,Utah Jazz,Cleveland Cavaliers,UTA@CLE
2022-23,2022-12-20,regular,Chicago Bulls,Miami Heat,CHI@MIA
2022-23,2022-12-20,regular,Golden State Warriors,New York Knicks,GSW@NYK
2022-23,2022-12-20,regular,Memphis Grizzlies,Denver Nuggets,MEM@DEN
2022-23,2022-12-20,regular,Utah Jazz,Detroit Pistons,UTA@DET
2022-23,2022-12-20,regular,Washington Wizards,Phoenix Suns,WAS@PHX
2022-23,2022-12-21,regular,Charlotte Hornets,LA Clippers,CHA@LAC
2022-23,2022-12-21,regular,Chicago Bulls,Atlanta Hawks,CHI@ATL
2022-23,2022-12-21,regular,Dallas Mavericks,Minnesota Timberwolves,DAL@MIN
2022-23,2022-12-21,regular,Detroit Pistons,Philadelphia 76ers,DET@PHI
2022-23,2022-12-21,regular,Golden State Warriors,Brooklyn Nets,GSW@BKN
2022-23,2022-12-21,regular,Indiana Pacers,Boston Celtics,IND@BOS
2022-23,2022-12-21,regular,Los Angeles Lakers,Sacramento Kings,LAL@SAC
2022-23,2022-12-21,regular,Milwaukee Bucks,Cleveland Cavaliers,MIL@CLE
2022-23,2022-12-21,regular,Orlando Magic,Houston Rockets,ORL@HOU
2022-23,2022-12-21,regular,Portland Trail Blazers,Oklahoma City Thunder,POR@OKC
2022-23,2022-12-21,regular,Toronto Raptors,New York Knicks,TOR@NYK
2022-23,2022-12-22,regular,San Antonio Spurs,New Orleans Pelicans,SAS@NOP
2022-23,2022-12-22,regular,Washington Wizards,Utah Jazz,WAS@UTA
2022-23,2022-12-23,regular,Charlotte Hornets,Los Angeles Lakers,CHA@LAL
2022-23,2022-12-23,regular,Chicago Bulls,New York Knicks,CHI@NYK
2022-23,2022-12-23,regular,Dallas Mavericks,Houston Rockets,DAL@HOU
2022-23,2022-12-23,regular,Detroit Pistons,Atlanta Hawks,DET@ATL
2022-23,2022-12-23,regular,Indiana Pacers,Miami Heat,IND@MIA
2022-23,2022-12-23,regular,LA Clippers,Philadelphia 76ers,LAC@PHI
2022-23,2022-12-23,regular,Memphis Grizzlies,Phoenix Suns,MEM@PHX
2022-23,2022-12-23,regular,Milwaukee Bucks,Brooklyn Nets,MIL@BKN
2022-23,2022-12-23,regular,Minnesota Timberwolves,Boston Celtics,MIN@BOS
2022-23,2022-12-23,regular,New Orleans Pelicans,Oklahoma City Thunder,NOP@OKC
2022-23,2022-12-23,regular,Portland Trail Blazers,Denver Nuggets,POR@DEN
2022-23,2022-12-23,regular,San Antonio Spurs,Orlando Magic,SAS@ORL
2022-23,2022-12-23,regular,Toronto Raptors,Cleveland Cavaliers,TOR@CLE
2022-23,2022-12-23,regular,Washington Wizards,Sacramento Kings,WAS@SAC
2022-23,2022-12-25,regular,Los Angeles Lakers,Dallas Mavericks,LAL@DAL
2022-23,2022-12-25,regular,Memphis Grizzlies,Golden State Warriors,MEM@GSW
2022-23,2022-12-25,regular,Milwaukee Bucks,Boston Celtics,MIL@BOS
2022-23,2022-12-25,regular,Philadelphia 76ers,New York Knicks,PHI@NYK
2022-23,2022-12-25,regular,Phoenix Suns,Denver Nuggets,PHX@DEN
2022-23,2022-12-26,regular,Brooklyn Nets,Cleveland Cavaliers,BKN@CLE
